 
==== Analyse Plant Illumination ====
 
Statistical Analysis of Nuclei with Regional Max =
    Area    MajorAxisLength    MinorAxisLength    Circularity    Perimeter    MeanIntensity    MinIntensity    MaxIntensity
     73         10.539             8.9385            1.2198       27.424         76.397             34             144     
     73         13.014             7.4753            1.0034       30.236         32.603              1              96     
    102         12.321             10.701            1.1556       33.304          85.99             11             150     
    116         13.791              10.98            1.0129       37.936         20.078              5              50     
     90         17.305             6.9873           0.73721       39.168         10.133              0              37     
    207          16.68             15.897            1.0933       48.778         64.696             11             152     
     85         10.893             10.114            1.1595       30.352         69.259             26             123     
     63         11.191             7.3511            1.0584        27.35         61.476             34             104     
    109          13.22             10.628            1.1412       34.644         65.404             37             102     
     77         11.004             9.0865            1.1948       28.458         75.688             22             121     
    296         20.868             18.388           0.99474        61.15         29.351              1              82     
     61          10.94             7.5654           0.99745       27.722         21.623              0              81     
    136         18.568             9.6405            0.8973       43.642         82.978             34             138     
     96         12.199             10.725            0.9131       36.348         17.333              0              44     
     81          13.18             8.0148            1.0865       30.608         95.827             41             170     
     71         10.559             8.8624             1.161       27.722         25.324              8              55     
    205         23.777             11.456           0.80221       56.668         92.732             25             210     
     69         9.4086             9.4086            1.2632         26.2         64.638             34             119     
    169         15.529             13.949            1.1313       43.328         42.343             12              84     
     52         9.2897              7.377             1.136       23.984         64.981             39              99     
    121         15.619             10.383           0.93234       40.384         107.98             33             210     
     54         8.7178              8.037            1.2682       23.132         140.13             37             206     
    134         20.267             8.5208           0.87878       43.774         76.582              0             216     
    115         13.761             11.025            1.0829        36.53         82.774             34             169     
     88         11.316             9.9885            1.2096       30.236         61.216             28             101     
    143         14.347             13.132             1.038       41.608          36.35              7              77     
     98         11.652             10.816            1.1658       32.502         69.469             34             135     
    129         13.186             12.686            1.1046       38.308         24.047              0              70     
     99          13.44             9.4524            1.1471       32.932         107.91             35             178     
     67         11.191             7.9998            1.0813       27.904         133.72             27             230     
    326         22.788              18.63            0.8436       69.686         34.883              0              90     
    235         17.972             16.746            1.1095        51.59         66.302              5             137     
     72         13.533             6.9485           0.98968       30.236         75.014             40             132     
     99         11.855             10.791            1.1062       33.536         62.838             26              99     
    121         12.921             12.447            1.0106       38.788         27.818              6              61     
    125         13.212              12.16            1.1535       36.902         97.872             25             174     
    159         18.297             11.496           0.94871       45.892         36.182              0             141     
     91         11.244             10.424            1.2062        30.79         137.74             21             220     
     67         10.412             8.3606            1.1561       26.986         87.493             26             133     
    173         15.517             14.321             1.129       43.882         32.462              0              78     
     51         9.7581             6.7798            1.2168        22.95         139.75             35             216     
    128         15.706              10.52            1.0714       38.746         78.297              6             165     
     98          14.99             8.7958           0.91373       36.712         88.224             25             233     
    212         17.684             15.464            1.0812       49.638         57.509              7             143     
    100         11.644             11.015            1.1987       32.378          77.19             28             126     
     68         12.796              7.063           0.95073        29.98         101.22             38             170     
    111         12.809             11.657            1.0207       36.968         156.17             30             252     
    108         16.715             8.3057           0.96397       37.522         93.713             40             152     
    132         15.745             10.787            1.1012       38.812         78.879              6             150     
    223         17.588             16.227            1.1175       50.076         33.525              2              78     
     79         11.422             8.9455            1.1944        28.83         133.33             36             204     
    121         14.043             11.117            1.1057       37.084         21.331              6              56     
     98         14.926             8.4477            1.0556       34.156         110.37             49             171     
    227         18.831              15.67            1.0369        52.45         43.388              5             101     
     92         11.348             10.429            1.1681        31.46         111.32             28             181     
    198         16.902             15.004            1.1003       47.554          69.96              8             130     
     92         13.956             8.7678            0.9637       34.636         17.304              4              39     
    194         15.884             15.655            1.1032       47.008         41.464              3              92     
    190         17.932             14.127           0.96165       49.828         102.89             25             200     
    153         20.259             9.7312           0.93437       45.362         151.25             30             226     
    135         13.861             12.598            1.1233       38.862         36.622             10              79     
    276         19.516             18.262            1.0003       58.884          35.04              0             100     
    192         16.787             14.667            1.1093       46.636         49.198             11              96     
    195          20.54             12.221           0.99189       49.704         151.64             19             255     
    128         16.644             9.8821            1.0449       39.234         104.83             32             166     
     92          12.54             9.5054            1.1199        32.13         80.935             35             127     
    204         17.036             15.537            1.0644       49.076         50.221              8             113     
    201         16.224              15.86            1.1255       47.372          67.99              1             128     
     57         9.6809             7.6722            1.2075       24.356         48.158             27              70     
     95         13.593             9.1277            1.0573       33.602         120.35             27             204     
    190          16.17             15.039             1.139       45.784         52.284             23              87     
    204         16.376             15.965            1.0774       48.778         54.858              0             145     
     77         12.569             7.9578            1.0983       29.682         23.558              4              53     
    110         12.549             11.352            1.0859       35.678         41.945              7              85     
    173         15.309             14.499             1.132       43.824          63.78              5             120     
    108         13.689             10.249            1.0776       35.488          121.5             15             201     
    201         16.906             15.213            1.1252        47.38         78.816             17             137     
    207         20.271             13.413           0.92618       52.996         99.498             12             230     
    118          14.86             10.713           0.94055       39.706         77.381             26             146     
    149          17.35             11.381           0.95893       44.188         173.84             18             251     
    165          15.88             13.471            1.0304       44.858         32.461              2              75     
     86         13.091             8.4749            1.1266       30.972         78.884             35             110     
     75         10.538             9.2979            1.1108       29.128         31.093             13              63     
     84         12.652             8.6868            1.0423       31.824         90.143             25             182     
    166         14.944             14.383            1.1048       43.452         61.831              8             137     
    147         13.963             13.491            1.1563        39.97         49.299             23             107     
    199         16.288             15.687            1.1198       47.256         58.523              5             120     
     82          12.23             8.6519            1.1271       30.236         49.951              0             121     
    118         13.353             11.388            1.0997        36.72         42.144             15              78     
     87         11.288              9.904            1.2104       30.054         73.287             23             114     
    116         12.761             11.695            1.1689       35.314         108.04             15             196     
    186         16.433              14.49            1.1301       45.478         92.801             11             172     
    164         15.152              13.88            1.1361       42.592         99.171              5             183     
    178         16.117             14.225            1.0966       45.164         59.112              8             118     
    176         16.114             14.025             1.123       44.378         43.347              8              87     
    176          18.93             12.046            1.0169       46.636         95.926             18             193     
    190         16.946              14.35            1.1211       46.148         100.36             10             177     
     56          9.188             7.9832            1.1863       24.356         72.036             33             122     
     71         11.212             8.2858             1.079       28.756         62.085             32              96     
    143         14.529             12.759            1.1183       40.086         79.287             10             154     
    164         20.027             10.574           0.94489       46.702         125.76             20             203     
    229         18.065             16.219            1.1175       50.746         71.821              2             139     
     85         12.128             9.0235            1.1684       30.236         90.318             24             152     
    103         13.322             10.032            1.0904       34.454          116.1             21             195     
    160         14.735              13.93            1.1373       42.046         105.03              1             199     
    198          17.03             14.985            1.0915       47.744         103.08             13             173     
    154         17.113             11.583            1.0484       42.964         96.357             10             192     
    238         18.099              16.82            1.1151       51.788         120.21              4             225     
    109         12.754             11.025            1.1219       34.942         83.183              6             194     
    154          14.38              13.77            1.1469       41.078         83.019              6             166     
    120         13.687             11.259            1.1487       36.232         56.883             11              94     
     98         16.109             8.1611           0.83127        38.49         46.806             22              77     
     66         9.9459             8.6347            1.2143       26.134         53.545             20             156     
    102         12.863             10.522            1.0459       35.008         91.275             12             185     
     71         10.428             8.8853             1.161       27.722         40.296              7              73     
    245         18.226             17.219            1.0931        53.07         122.48              6             227     
    126         14.178             11.396            1.1473        37.15         59.921             27             110     
    153         14.592              13.46            1.1435       41.004         83.582             10             161     
    111         13.661             10.529            1.1259       35.198         80.333              9             150     
    378         24.129             20.232            1.0471       67.352         51.225             16             110     
    144         15.608             11.832            1.1119       40.342         119.69              9             223     
     71         10.102             9.1842            1.1513       27.838         89.662              5             164     
    108         13.121             10.615            1.1555       34.272         47.148             19              91     
     75         11.282             8.9661            1.0486        29.98         26.093              4              60     
    178         16.932             13.642            1.0621       45.892         83.163             11             154     
     69         10.959             8.1407            1.2009        26.87         41.681             16              78     
    100         12.692             10.176            1.1634       32.866           52.1             17             101     
    229         17.615              16.62            1.1016        51.11         125.13              4             233     
    131         13.495             12.426            1.1693       37.522         54.504             24              89     
     54         8.7178              8.037            1.2682       23.132         31.222              6              73     
     83         14.198             7.5423            1.0494       31.526         50.759             14              91     
    104         13.638             10.288           0.86056        38.97         37.923             16              78     
    102         12.138             10.813            1.1866       32.866         76.755              1             144     
    204         16.583             15.768            1.1161       47.926         116.27              4             209     
     95         13.276             9.2031            1.1388       32.378         64.432             14             143     
    116         15.028             9.9907            1.0772       36.786         65.672             15             131     
     93         12.521             9.5461            1.1759       31.526         58.548             23              97     
    219         16.973             16.533            1.0849       50.366         155.01              8             255     
    249         19.108             17.062           0.98214       56.444         56.526             10             134     
    117         13.194             11.365            1.1746        35.38         62.444             22             104     
    177         15.472             14.726            1.0561       45.892          82.26             12             160     
    142         15.719             11.807            1.0186       41.856         110.63             12             220     
     76         11.675               8.51            1.1398       28.946         42.842             10              79     
     69         10.849             8.3136            1.0756       28.392         40.667             20              68     
    228          18.16             16.126            1.0689       51.772         167.73             11             255     
    141         19.506             9.4489           0.90744       44.188          29.34              1              71     
    122         15.115              10.57            1.0575       38.076         104.38              6             211     
     76         10.073             10.014            1.0544       30.096         28.408              5              73     
     88         11.061             10.441            1.0964       31.758         52.966             28              96     
     89         11.074             10.442            1.0963        31.94         60.539             11             116     
    125          15.65             10.527            1.0077       39.482         125.75             19             219     
     89         11.465             10.023            1.1572       31.088         42.854              6             112     
    132         13.769             12.343            1.1192       38.498         114.42             11             212     
     81          11.18             9.3307            1.2093       29.012         65.062             33             109     
     51         8.4634             7.8866            1.2168        22.95         28.765              4              51     
     99         12.276             10.348            1.1867       32.378         77.253             10             138     
     75         11.162             8.6891            1.1941       28.094         70.053             29             151     
    123         13.906             11.499            1.0533       38.308          102.4              7             201     
    151         15.588             12.422            1.1182       41.194         114.92              5             232     
     65         9.5687             8.8583            1.2135       25.944         62.769             29             108     
     77         12.546             7.9728            1.1207       29.384         47.325             21              76     
    149         13.961             13.693            1.1337        40.64         104.03             14             189     
     72         11.771             7.9564            1.1463       28.094         65.542             26             107     
     68         11.818             7.6361            1.0601       28.392         27.162              1              61     
     81         11.334             9.4342            1.1269       30.054         74.728              0             152     
     94         12.686             9.6065            1.1187       32.494         91.468             28             148     
     93         11.872             10.129            1.1321        32.13         75.452             18             135     
     92         12.647             9.5011            1.1153       32.196         102.57             17             161     
     86         11.738             9.7013            1.0235       32.494         20.326              6              49     
    101         12.486               10.4            1.1833        32.75         92.139             25             163     
    101         12.457             10.475            1.1164       33.718         88.089             12             156     
     51         9.5721             6.9608            1.1791       23.314             32             12              63     
    119          14.06             11.063            1.0292       38.118         92.462             24             179     
     61         11.955             7.0549           0.89682       29.236         37.361              8              78     
    135         16.633             10.747           0.95997       42.038         98.852             30             202     
     99         12.034             10.953            1.0084       35.124         79.384             25             151     
     96         14.139             8.9699            1.0452       33.974         130.57             19             233     
    108         14.009              9.967             1.119       34.826         65.972             14             163     
    241         23.085             14.419           0.81518       60.952         82.452             13             183     
    111         12.077             11.835             1.175       34.454         90.784              6             184     
     51          10.46             6.3191             1.125       23.868         30.804             17              54     
     86         14.214             8.8009           0.80185       36.712         60.709             14             125     
     79         13.419             7.7749           0.99569       31.576         31.278              2              87     
     93         12.396             9.7382            1.1321        32.13         97.763             15             195     
     88         11.078             10.213            1.2096       30.236         72.114              0             154     
    136         17.722             10.082           0.90826       43.378         38.654             10              86     
     95         16.788             7.7865           0.81665       38.234         84.705              8             187     
     87         11.777             9.5268             1.172       30.542         44.655              6              98     
    168          18.59             12.198           0.87684       49.068         54.077              7             142     
     80         10.885             9.6138            1.1696       29.318         57.962             10             132     
     79         10.837              9.515            1.1701       29.128         73.165             10             146     
    110         12.584             11.247            1.1397       34.826         64.864             12             143     
    155         16.554             12.925           0.92484       45.892         69.626              7             163     
    115         13.054             11.446            1.1427       35.562          150.7             18             249     
     65         9.7121             9.0058            1.0828       27.466         30.262              7              59     
     61         8.9738              8.842             1.155       25.762         28.016              6              74     
    110         13.311              10.72            1.0971       35.496         26.936              1              72     
    103         12.526             10.624            1.1263         33.9         52.864             10             133     
     77         10.356             9.5705             1.226       28.094         125.31              2             252     
     71         9.8498             9.4868            1.1764        27.54         31.803              4              54     
    161         17.026             12.203             1.059       43.708         64.112              8             159     
     78         10.661             9.4815            1.1847       28.764         57.269              2             140     
    130         14.807             11.432            1.0453       39.532         66.762              3             164     
     82         10.609             10.076            1.1459       29.988             31              7              59     
     89         11.372             10.143            1.1043       31.824          31.27              3              79     
     99         11.674             10.879            1.2002       32.196         30.303              6              74     
     68          9.854             8.9478            1.1577       27.168         32.882              7              75     
     65         10.565             8.2007            1.0828       27.466         19.369              1              46     
    127         16.265             10.169            1.0333         39.3         34.307              0              99     
     52         9.8613             7.0414             1.044       25.018          12.25              4              23     
     66         9.7358             8.7531            1.2143       26.134         24.818              5              62     
     79         10.525             9.7278            1.1701       29.128         15.646              0              47     
     73         10.737             8.9797            1.0727       29.244         23.973              1              60     
     63         10.094             8.1376            1.1929       25.762         35.762              0              94     
     84         11.246              9.652            1.1546       30.236         50.905              0             128     
    163         17.595             12.157           0.98533       45.594         12.951              0              43     
    161         19.459              10.71           0.93786       46.446         74.211              0             225     
    147         15.493             13.034           0.86583        46.19         12.306              0              43     
    159         15.054             13.652           0.97204       45.338         14.403              0              44     
    126         13.282             12.397             1.052       38.796           22.5              0              80     
     63         11.526             7.3035           0.93786       29.054         4.8889              0              20     
    241         18.286             16.983           0.98519       55.444         15.415              0              68     
    138         14.831             12.536           0.81515       46.124          11.87              0              60     
    140         13.843             13.016            1.1253        39.54         16.686              0              67     

Area Stats =
                 mean: 135.6833
               median: 111.5000
    StandardDeviation: 76.2368
             Varience: 5.8120e+03

Cicularity Stats =
                 mean: 1.0493
               median: 1.0820
    StandardDeviation: 0.1209
             Varience: 0.0146

Perimeter Stats =
                 mean: 39.5528
               median: 37.1170
    StandardDeviation: 12.0674
             Varience: 145.6226

Local Region Mean Intensity Stats =
                 mean: 53.7571
               median: 47.3418
    StandardDeviation: 37.0489
             Varience: 1.3726e+03

Min & Max Intensity Stats =
        IdividualMean: [360×1 double]
            MinorMean: 10.1167
            MajorMean: 109.0056
       PopulationMean: 59.5611
          MinorMedian: 6
          MajorMedian: 97
     PopulationMedian: 56.2500
         MinorMinimum: 0
         MinorMaximum: 49
         MajorMinimum: 15
         MajorMaximum: 255
    StandardDeviation: 33.6886
             Varience: 1.1349e+03

Min & Max Length Stats =
        IdividualMean: [360×1 double]
            MinorMean: 11.4031
            MajorMean: 14.7701
       PopulationMean: 13.0866
          MinorMedian: 10.6257
          MajorMedian: 13.8836
     PopulationMedian: 12.3288
         MinorMinimum: 6.2129
         MinorMaximum: 27.5367
         MajorMinimum: 8.4634
         MajorMaximum: 33.6455
    StandardDeviation: 3.4228
             Varience: 11.7157

Statistical Analysis of Cell Walls with Watershed =
    Area    MajorAxisLength    MinorAxisLength    Circularity    Perimeter    MeanIntensity    MinIntensity    MaxIntensity
    ____    _______________    _______________    ___________    _________    _____________    ____________    ____________

      64        19.046              4.846           0.58693       37.017         18.109              7              42     
     242        30.789             10.186           0.70831       65.524         16.136              1              34     
     180        25.413             9.3879           0.75327       54.798         13.556              3              36     
      99         23.14             7.0664             0.554       47.388         21.535              5              67     
     491        47.007             13.589           0.62763        99.15         28.817              8              52     
     313        29.407             13.921            0.8561       67.782         24.297              6              65     
      62        10.907             7.3343            1.1846       25.646         21.371             11              35     
      91        14.344             8.7723           0.91397       35.372         15.385              5              29     
      60        12.572             6.6072           0.91921        28.64         12.717              3              27     
     968        45.117             28.819           0.84966       119.65         13.439              0              48     
     125        14.184             11.399            1.1266        37.34         19.592              3              63     
     101        12.617             10.325            1.1703       32.932         12.069              2              29     
     258        25.197             13.411           0.92285       59.272         20.907              1              52     
     266        27.853              12.62           0.84546       62.878         13.162              1              27     
      68        10.343             8.4389            1.2448         26.2         11.456              3              25     
     151        28.142             6.9964           0.57536       57.428         17.523              5              38     
     213        23.984             11.564           0.89732       54.616         31.258             14              60     
     216        22.779             12.691           0.85573        56.32         13.157              1              36     
     713        33.061             28.444           0.94036       97.612         14.696              0              53     
     464        53.402             11.495           0.54318       103.61         33.683             12              68     
      69        9.4086             9.4086            1.2632         26.2         13.261              3              25     
     165        16.278             13.083            1.1066       43.286         23.339              3              53     
     238        23.902             16.042            0.6917       65.756         15.298              1              34     
     752        34.846             28.806           0.89641       102.67         18.735              1              79     
     165        31.954             6.7547           0.55526       61.108         16.503              5              52     
     652        31.523             27.533           0.92032       94.354         17.558              1              70     
     102        16.667             8.0063           0.91931        37.34         22.412              9              34     
      81         11.07             9.5554            1.1413       29.864         32.938             14              61     
      90        14.845             8.0408           0.95919       34.338         14.189              4              26     
     185        27.887             8.7268           0.67162       58.834         17.038              4              37     
     109        15.259             9.9987           0.92419       38.498         24.376              8              42     
     135        14.802             11.998            1.0428       40.334         15.244              3              35     
     222        18.342             15.716              1.07        51.06         30.932              8              69     
     113        13.867             10.496            1.1419       35.264         39.159             12              80     
      65        10.152              8.244            1.2419       25.646         18.062              7              29     
     347        27.761             16.428           0.91573       69.006         17.228              3              66     
     286        27.997             14.782           0.73801       69.784         15.524              4              32     
     383        27.085             18.535           0.96895       70.478         17.008              3              55     
     150        18.151              11.86           0.85995       46.818         19.807             11              35     
     108         15.93             8.7433            1.0472           36         28.278              8              58     
      76        11.446             8.5265            1.2044        28.16         38.289             17              82     
      63        11.888             6.8471            1.1115       26.688         20.571              7              39     
     507        29.487             23.049           0.85728       86.208         17.533              1              53     
     101          15.8             9.1933           0.84039       38.862         18.624              8              35     
      93        15.695             7.6454            1.0086        34.04         28.968              7              58     
     254         24.64             13.319           0.94942       57.982         39.465             12              77     
     436        29.879             19.239           0.92621       76.912         16.541              3              71     
     206        17.902             15.155            1.0269       50.208         28.883              8              70     
      84        17.117             6.3721           0.84015       35.446         17.631              8              31     
      85        16.525             6.7542           0.89595       34.528         23.153              2              38     
     170        16.199             13.615            1.0872       44.328         19.118              3              71     
     879        37.983             30.341           0.95431       107.59         18.454              1              70     
     184        23.128             10.473           0.83999       52.466         12.837              3              31     
     151        17.859              12.54           0.76808       49.704          29.51             12              71     
     272        20.848             17.957           0.82904        64.21         16.423              3              39     
     249        25.189             12.785           0.92861       58.048         37.888             14              88     
     182        29.394             8.2144           0.63268       60.124         16.154              5              32     
     170        19.562             11.354           0.99706       46.288         12.071              1              37     
     219        20.286             14.054            1.0067       52.284         19.475              3              52     
      86        11.897             9.3353             1.168       30.418         17.337              5              31     
      86        12.172             9.5567            1.0351       32.312         22.686             12              35     
     447        37.862             15.914           0.75467       86.274         28.461              5              64     
     212        20.843             13.877           0.90788        54.17          14.83              1              30     
      67        13.164             6.6283            1.0259       28.648         20.403             10              35     
     199        30.688             8.5414           0.66697       61.232         13.276              3              29     
    1796        71.848             32.282           0.77942       170.17         17.823              0              66     
     289         28.15              13.36           0.88864       63.928         18.384              3              53     
     275        27.089             13.126           0.91624       61.414         14.785              3              36     
      68        10.025             8.8329             1.217       26.498         41.926             17              91     
      85        12.356             8.8466            1.1684       30.236         18.412              5              28     
      68         10.87             8.0974            1.1997       26.688         16.176              4              27     
      99        16.484             8.5558           0.86637       37.894         14.313              7              26     
      80        15.237             7.0607           0.90009        33.42         16.288              6              28     
      74        12.048             7.9963            1.1331       28.648         20.446              8              36     
      74        10.473             9.0917            1.2365       27.424         41.081             25              71     
      91        18.028             6.7837           0.82017        37.34         17.604              8              28     
     175        17.681             12.838            1.0773        45.18         29.034              8              64     
     103        13.331             10.077            1.1214       33.974          13.66              3              30     
      94        13.644             8.9437            1.1013        32.75         41.521             19              77     
      88         17.51             6.7118           0.82238        36.67         13.614              4              24     
      63        11.679             7.0515            1.0818       27.052         20.873              8              34     
    1348        55.352             31.619           0.84601        141.5         15.618              1              50     
      53        12.606             5.4508           0.94384       26.564         26.415              7              45     
      83         17.19              6.292           0.83014       35.446         17.072              3              32     
     100        15.853              8.205            1.0105       35.264          12.53              3              23     
     126        13.654             11.976            1.1468       37.158         30.278             13              53     
      90        14.375             8.8821           0.86152       36.232           19.4              8              36     
      78        12.725             7.9843            1.0722       30.236         30.564              7              59     
     105        18.895             7.4812           0.81075       40.342          18.39             10              34     
      51        8.1985             8.1549            1.2168        22.95         12.549              7              23     
      91        15.803             8.3401           0.78398       38.192         18.824              5              39     
     102        12.146             10.827            1.1819       32.932         31.353             14              71     
      60        11.448             6.8885            1.1039       26.134         17.433              8              34     
     169          15.4              14.31            1.0808       44.328         31.325             10              64     
      73        10.576             9.0511            1.1781       27.904         12.795              5              20     
      96        14.511             8.5169            1.0876       33.304         17.615              8              30     
      73        11.473             8.3654            1.0949       28.946         16.438              8              27     
      86        13.814             8.3789           0.94039         33.9         16.953              9              27     
      51        9.0359             7.2653            1.2911        22.28         13.294              2              22     
     683        50.484             17.658           0.71124       109.85         29.999             11              60     
     125        21.554             7.7561           0.76953        45.18         15.096              6              26     
      92        13.677             8.6544            1.1234        32.08         12.913              6              23     
     672         32.49             27.043           0.94111       94.726         16.188              3              61     
     115        15.261             9.7507            1.0747        36.67         34.009             14              68     
      73        11.369             8.3461            1.1623       28.094         17.589              8              29     
      60         9.252             8.3267            1.2832        24.24             14              3              24     
     955        38.632             32.086            0.9708       111.18          14.55              1              46     
     142        24.285             7.5896           0.74369       48.984         12.676              4              24     
     138        15.269             11.753            1.0918       39.854         31.449             12              61     
      51        9.0359             7.2653            1.2911        22.28         15.765             10              30     
      82         11.56             9.1441            1.1934       29.384          19.28              9              32     
      65         11.22              7.449            1.1899         26.2         13.277              3              26     
     100        15.279             8.4626             1.043        34.71          17.94              6              28     
      67        12.163             7.2171            1.0445       28.392         17.716              8              25     
     720        33.004             28.452           0.97402        96.38         17.339              1              58     
      94        13.114             9.2347            1.1396       32.196         18.691              8              28     
      63        14.858             5.5032           0.85194       30.484             26              9              53     
     142        17.171             10.832             1.015        41.93         18.683              7              33     
     100        13.691             9.4083             1.133       33.304          15.12              3              34     
     123         15.37             10.301            1.0979       37.522         13.797              1              28     
     123        14.145             11.259            1.1086        37.34         33.171             11              92     
     110        16.798             8.4621            0.9976       37.224           18.2              2              31     
     603        38.998             20.189           0.82648       95.752         28.458              6              63     
     904        38.297             30.752           0.95094        109.3         14.898              1              48     
     145        19.842             9.4726           0.93007       44.262         13.772              3              28     
      87        13.307             8.6243            1.0667       32.014         17.149              9              29     
     177        17.505             13.077            1.0669        45.66         31.215             10              80     
      72        12.329              7.513             1.141        28.16         19.056              9              30     
     518        28.392             24.014           0.97401        81.75         19.257              0              47     
      86        13.538             8.2166               1.1       31.344         21.081             10              33     
     107        13.936             10.068            1.0971       35.008         20.766             11              34     
     305        20.851             19.448           0.95082        63.49         33.862             11              72     
      57        9.1483             8.0384            1.2767       23.686         21.877             11              37     
      75        12.621             7.7716             1.083         29.5          17.84              5              26     
      75        10.264             9.4675            1.1788       28.276         15.587              5              29     
      85        12.591             8.8125            1.1267        30.79         21.835             10              35     
      70        12.607             7.1965            1.0583        28.83         19.271              8              35     
      94        15.569             7.9995           0.92798       35.678         16.287              5              28     
     281        20.682             18.023           0.97898       60.058         31.975             12              63     
      73        11.893             8.2519            1.0547       29.492         14.945              3              37     
     115        14.322             10.464            1.0718        36.72           17.6              7              28     
     503         29.57             22.238           0.97798       80.394         21.076              5              58     
     401        28.389             18.337           0.94643       72.968         16.943              3              48     
     203        18.677              14.08            1.0632       48.984         25.966              9              61     
     228        20.931             15.375            0.8162       59.248         16.013              1              33     
     180        17.578             13.266            1.0783         45.8         21.433              8              35     
      69        11.992               7.42            1.1378       27.606         21.072             10              37     
     215        19.186             14.617            1.0464       50.812         28.651             13              63     
     225        19.683             14.829            1.0539       51.796         33.209              5              93     
     186        21.972              11.01           0.92294       50.324         13.462              0              39     
     108        15.983             9.1822           0.93937        38.01          21.25             10              43     
     250        20.902             15.531            1.0437       54.864         17.844              4              43     
     601        30.581             25.617           0.98109       87.738         18.923              5              52     
      79        11.909             8.5643            1.1357       29.566         16.544              5              32     
     156        14.997             13.382             1.131       41.632         22.295             10              39     
     195        20.446             12.277            1.0164         49.1         17.174              5              35     
      54        9.9094             7.0537            1.2283       23.504         18.537              3              31     
     115        19.007             8.2852           0.79632         42.6         21.835             12              38     
     127        23.101             7.6756           0.71818        47.14         32.795             12              62     
      96        12.728             9.6954            1.1722        32.08         23.927             10              42     
     411        26.043             20.478            1.0189       71.198         31.543              7              86     
      88        17.002             6.9632           0.85641       35.934         20.318             11              33     
     165        18.454             11.552            1.0412       44.626         25.042              8              54     
      85        12.791             9.2968           0.95635        33.42         23.553              8              39     
     341        26.868             16.404           0.97479       66.302         17.548              1              53     
     187        19.639             12.438            1.0095       48.248         18.535              3              41     
      65         11.22              7.449            1.1899         26.2         20.477              7              35     
     146        17.239             10.926            1.0493       41.814         17.562              5              36     
     233        23.134             13.082            0.9494       55.534         17.717              6              49     
     130        15.144             11.139            1.0947        38.63         25.215             13              38     
     260        23.814             14.149           0.98841       57.494         21.008              8              57     
     383        28.952             17.359           0.88859       73.596         32.786             11              67     
     120        21.009              7.429           0.81163       43.104         21.967              8              41     
     118        15.879             9.5771            1.0702       37.224         25.051             13              39     
     320        26.541             15.645           0.96366       64.598         20.072              5              58     
     360        24.455             18.985            1.0345       66.128         31.225              8              75     
      89        12.348             9.3092            1.1659       30.972         23.528             12              41     
      88        10.629             10.629            1.2189        30.12          20.25              7              39     
     191        19.432             12.977            1.0105       48.736         20.236              8              39     
     279        31.886             11.723           0.72082       69.742         25.914             10              45     
     137        17.643             10.594           0.90906       43.518         23.336             10              47     
     100        15.036             8.6099            1.0322       34.892          23.42             14              35     
     440        26.873             21.245            1.0056        74.15         20.448              5              69     
     102        14.904              9.704           0.82502       39.416         26.353             12              39     
     327        27.718               15.4           0.92943       66.492         19.624              3              77     
     250         21.26             15.356             1.012       55.716         32.584             10              77     
      73        11.212             8.3767            1.2037       27.606         20.712              7              38     
     116        18.031             8.3594            0.9494       39.184         20.724              9              41     
     304        21.448             18.375            1.0438       60.496         33.016              8              88     
      95        13.431             9.4346            1.0057       34.454         23.147              9              44     
      93        15.084             8.3273           0.94374        35.19         27.151             12              43     
     328        26.774             15.927           0.93228       66.492         19.409              1              52     
      98        14.667             8.6205            1.0669       33.974         21.765              6              38     
      82        11.135             9.8196            1.0788       30.906         25.073             15              36     
      64        10.219             8.0749            1.2403       25.464         25.313             14              37     
     272        23.068               15.3            1.0081        58.23         33.007             13              69     
     422        27.233             20.096            1.0021       72.744         21.995              5              63     
     111        14.967             9.6366            1.0802       35.934         22.225              5              46     
      84         10.81             9.9918            1.2226       29.384         28.357             15              41     
      98        13.306             9.4732            1.1482        32.75         29.551             14              45     
     292        31.625             12.031            0.7816       68.518         23.116              5              40     
     282        26.283             13.926           0.93956       61.414         20.972              5              64     
     303        21.585             18.125            1.0427        60.43         31.363             10              84     
      84        12.558             8.5968            1.1635        30.12         22.143             10              42     
      58        10.121             7.3688            1.2404        24.24         22.379              8              39     
     346        21.596             20.715            1.0601       64.044         37.376             16              65     
     248        28.237             11.452           0.82806       61.348         21.839              5              46     
     523        29.291             23.154           0.99101       81.436         21.512              5              58     
     109         14.78             9.5009            1.1015       35.264         21.532             11              51     
      51        9.0359             7.2653            1.2911        22.28          30.51             14              50     
      93        11.476             10.447            1.1896       31.344         27.419             17              45     
     353        25.873             17.741           0.99589        66.74         23.059              5              61     
      81        13.277             7.9783            1.0737        30.79         25.457              7              46     
     327        21.775             19.442            1.0495       62.572         31.651              8              69     
     164        19.391             10.924            1.0148       45.064         41.634             25              73     
      94        12.937              9.384            1.1396       32.196         29.255             14              54     
     129        16.282             10.308            1.0558       39.184          23.62             10              40     
      88        13.414             8.4427            1.1256       31.344         22.023              8              47     
      60         9.252             8.3267            1.2832        24.24         32.767             18              47     
     161        23.444             8.8923           0.82664       49.472         22.168              9              42     
      65        10.152              8.244            1.2419       25.646         24.831              9              47     
     281        23.747             15.272            1.0179         58.9         22.566              8              44     
     132        19.749             8.6389           0.91619        42.55         31.136             17              55     
     247         21.63             14.796            1.0268        54.98         40.717             17              70     
