 
==== Analyse Plant Illumination ====
 
Statistical Analysis of Nuclei with Regional Max =
    Area    MajorAxisLength    MinorAxisLength    Circularity    Perimeter    MeanIntensity    MinIntensity    MaxIntensity
     92         11.372               10.4            1.2052       30.972         6.4565              1              19     
     85         10.778             10.128            1.2219       29.566         20.341              9              45     
     69         9.4086             9.4086            1.2632         26.2         87.333             37             133     
    146         14.216             13.201            1.1484        39.97         20.932              7              45     
     69         9.4086             9.4086            1.2632         26.2         18.667              7              51     
    172         16.783             13.245            1.0797       44.742          138.9             55             229     
    123         13.412             11.781             1.161       36.488         18.309              8              43     
     92         11.679             10.096            1.2052       30.972         63.793             29             117     
     69         9.4086             9.4086            1.2632         26.2         14.333              4              26     
     69         9.4086             9.4086            1.2632         26.2         157.83              4             255     
     82         10.935             9.6154            1.2242       29.012         52.695             26             118     
     98         12.335             10.199             1.188       32.196         81.388             36             130     
     91         11.742             9.9362            1.2062        30.79         21.813              6              44     
     78         10.505             9.5273            1.2361        28.16         172.73             86             218     
     69         9.4086             9.4086            1.2632         26.2         33.986             16              80     
     69         9.4086             9.4086            1.2632         26.2         6.4638              1              21     
    142         14.022             13.132            1.1338       39.672         25.127              4              81     
     82         10.935             9.6154            1.2242       29.012         55.963             29              95     
     69         9.4086             9.4086            1.2632         26.2         84.913             35             131     
    113         12.858             11.271            1.1786        34.71         85.053             39             153     
     78         10.505             9.5273            1.2361        28.16         22.641              6              50     
    100         11.644             11.015            1.1987       32.378          91.26             42             132     
    111         12.502             11.383             1.183       34.338         18.162              5              37     
    104         12.738             10.495            1.1783       33.304         19.615              9              37     
     69         9.4086             9.4086            1.2632         26.2         41.652             21              71     
     98          11.74             10.726            1.1967        32.08         39.061             13              89     
     69         9.4086             9.4086            1.2632         26.2         137.09             93             182     
     78         10.505             9.5273            1.2361        28.16         62.282             27             104     
     69         9.4086             9.4086            1.2632         26.2         19.203              6              42     
     69         9.4086             9.4086            1.2632         26.2         30.928             11              71     
    144         14.174             13.115            1.1355        39.92         75.215             24             120     
     85         10.778             10.128            1.2219       29.566         27.506             12              48     
     69         9.4086             9.4086            1.2632         26.2         149.77             73             198     
     69         9.4086             9.4086            1.2632         26.2         78.638             30             138     
     85         10.778             10.128            1.2219       29.566             46             26              94     
     69         9.4086             9.4086            1.2632         26.2         16.159              5              47     
     69         9.4086             9.4086            1.2632         26.2         70.333             33             132     
     69         9.4086             9.4086            1.2632         26.2         65.087             30             110     
     69         9.4086             9.4086            1.2632         26.2         104.51             55             168     
     69         9.4086             9.4086            1.2632         26.2         40.362             14              68     
     69         9.4086             9.4086            1.2632         26.2          56.87             28             104     
    109          11.84              11.84            1.1821        34.04         19.339              3              40     
     78         10.505             9.5273            1.2361        28.16         121.44             66             185     
     78         10.505             9.5273            1.2361        28.16         100.13             41             150     
     69         9.4086             9.4086            1.2632         26.2         74.725             30             123     
     78         10.505             9.5273            1.2361        28.16         21.564              9              50     
    146         13.996             13.391            1.1551       39.854         78.226             32             152     
     85         10.778             10.128            1.2219       29.566         53.906             24             104     
     69         9.4086             9.4086            1.2632         26.2         30.333              2              95     
    103         12.796             10.368             1.167       33.304         66.233             37             102     
     69         9.4086             9.4086            1.2632         26.2         81.391             47             121     
    102         12.146             10.827            1.1819       32.932         23.059              8              55     
     92         11.679             10.096            1.2052       30.972          45.12             20              82     
     69         9.4086             9.4086            1.2632         26.2         18.304              1              44     
     69         9.4086             9.4086            1.2632         26.2         46.159             19              76     
     78         10.505             9.5273            1.2361        28.16         86.782             38             138     
     69         9.4086             9.4086            1.2632         26.2         64.638             34             119     
    161         16.356             12.742            1.0831        43.22         43.248             17              84     
     94         11.699             10.328            1.2023       31.344         129.74             56             210     
     69         9.4086             9.4086            1.2632         26.2         50.942             14              99     
     87         11.613             9.6204            1.2051        30.12         89.586             53             169     
     78         10.505             9.5273            1.2361        28.16         63.821             36             101     
     78         10.505             9.5273            1.2361        28.16         41.744             16              73     
    100         11.644             11.015            1.1987       32.378          68.93             34             135     
    119         15.771             9.7974             1.045       37.828         149.27             52             230     
     69         9.4086             9.4086            1.2632         26.2         29.493              8              70     
     87         11.613             9.6204            1.2051        30.12         113.85             48             178     
     69         9.4086             9.4086            1.2632         26.2         59.493             35              90     
    159         17.466             11.909            1.0372        43.89         77.189             33             137     
     87         11.613             9.6204            1.2051        30.12         64.713             35              99     
     69         9.4086             9.4086            1.2632         26.2         30.971             13              60     
    105         12.699             10.626            1.1767       33.486         108.72             46             174     
    124         13.892             11.472            1.1515       36.786         27.556             10              61     
     85         10.778             10.128            1.2219       29.566         52.553             18              96     
     69         9.4086             9.4086            1.2632         26.2         55.594             12             141     
     69         9.4086             9.4086            1.2632         26.2         86.217             51             133     
    136         13.868             12.636            1.1452        38.63         37.199             12              78     
     78         10.505             9.5273            1.2361        28.16          148.9             84             216     
     78         10.505             9.5273            1.2361        28.16         31.333             10              57     
    121         14.675             10.606            1.1308        36.67          84.76             25             165     
     92         11.372               10.4            1.2052       30.972         80.293             34             126     
     78         10.505             9.5273            1.2361        28.16         202.85            115             254     
     69         9.4086             9.4086            1.2632         26.2         109.75             72             170     
     69         9.4086             9.4086            1.2632         26.2         89.551             49             143     
     78         10.505             9.5273            1.2361        28.16         92.872             36             152     
     69         9.4086             9.4086            1.2632         26.2         137.16             51             204     
     69         9.4086             9.4086            1.2632         26.2         99.768             47             150     
    144         14.669             12.623            1.1393       39.854         19.736              5              56     
     69         9.4086             9.4086            1.2632         26.2         38.362             16              62     
     69         9.4086             9.4086            1.2632         26.2         39.232             18              78     
     69         9.4086             9.4086            1.2632         26.2         24.493              9              42     
     69         9.4086             9.4086            1.2632         26.2         112.07             38             171     
     69         9.4086             9.4086            1.2632         26.2         69.101             40             101     
     69         9.4086             9.4086            1.2632         26.2         80.971             51             130     
     69         9.4086             9.4086            1.2632         26.2         129.22             61             181     
     69         9.4086             9.4086            1.2632         26.2         48.536             13              94     
     87         11.613             9.6204            1.2051        30.12         17.805              8              39     
     69         9.4086             9.4086            1.2632         26.2         56.507             35              92     
    104         12.738             10.495            1.1783       33.304         134.17             54             200     
     99         11.682             10.882            1.2002       32.196          39.98             17              79     
     69         9.4086             9.4086            1.2632         26.2         53.145             27             100     
     78         10.505             9.5273            1.2361        28.16         56.179             32              96     
     87         11.613             9.6204            1.2051        30.12         159.52             62             224     
     69         9.4086             9.4086            1.2632         26.2         31.362              7              63     
    116         14.138             10.572            1.1289       35.934         105.78             42             166     
     85         10.778             10.128            1.2219       29.566         81.835             40             127     
     69         9.4086             9.4086            1.2632         26.2         216.86            131             255     
     78         10.505             9.5273            1.2361        28.16         26.641              8              48     
     69         9.4086             9.4086            1.2632         26.2         71.942             36             113     
     82         10.935             9.6154            1.2242       29.012         90.415             46             127     
     69         9.4086             9.4086            1.2632         26.2         33.725              6              62     
     69         9.4086             9.4086            1.2632         26.2         45.507             24              70     
     69         9.4086             9.4086            1.2632         26.2         58.797             23              87     
     69         9.4086             9.4086            1.2632         26.2         112.26             35             189     
     95         11.641             10.482            1.2011       31.526         34.705             18              66     
     82         10.935             9.6154            1.2242       29.012         22.829              9              49     
     78         10.505             9.5273            1.2361        28.16         78.731             27             145     
     69         9.4086             9.4086            1.2632         26.2         22.942              4              53     
     78         10.505             9.5273            1.2361        28.16             48             18              85     
     87         11.613             9.6204            1.2051        30.12         139.94             56             201     
    157         15.818              12.74            1.1284       41.814         90.242             39             137     
     69         9.4086             9.4086            1.2632         26.2         91.739             49             146     
    141         15.816             11.472            1.1054       40.036         192.64             46             251     
     78         10.505             9.5273            1.2361        28.16         85.526             33             120     
     69         9.4086             9.4086            1.2632         26.2         159.87             89             230     
     69         9.4086             9.4086            1.2632         26.2          42.58             22              75     
     78         10.505             9.5273            1.2361        28.16         29.859              9              63     
     69         9.4086             9.4086            1.2632         26.2         85.536             50             137     
    138          14.27             12.394            1.1551       38.746         73.978             28             120     
     78         10.505             9.5273            1.2361        28.16         51.962              3             121     
     69         9.4086             9.4086            1.2632         26.2         49.014             26              78     
     78         10.505             9.5273            1.2361        28.16          77.09             37             114     
     92         11.372               10.4            1.2052       30.972         125.11             43             196     
     69         9.4086             9.4086            1.2632         26.2         35.014             12              68     
     78         10.505             9.5273            1.2361        28.16         116.09             52             172     
     69         9.4086             9.4086            1.2632         26.2         137.38             64             183     
    114          12.58             11.641            1.1767       34.892         54.763             25              87     
    122         13.781             11.433            1.1401        36.67         70.918             34             118     
     69         9.4086             9.4086            1.2632         26.2         130.71             48             193     
     85         10.778             10.128            1.2219       29.566            9.4              2              25     
     82         10.935             9.6154            1.2242       29.012         77.024             28             141     
    164         15.728             13.361            1.1321       42.666         110.46             46             177     
    101         12.486               10.4            1.1833        32.75         97.545             40             154     
     69         9.4086             9.4086            1.2632         26.2         91.899             27             152     
    121         13.497             11.503            1.1657       36.116         97.198             50             139     
    105          13.85              9.757            1.1387        34.04         147.37             47             203     
     69         9.4086             9.4086            1.2632         26.2             26              6              45     
     82         10.935             9.6154            1.2242       29.012         9.0122              1              21     
     87         11.613             9.6204            1.2051        30.12         129.24             36             195     
    126         15.236              10.72            1.0855       38.192         110.45             57             159     
    124         13.082             12.177            1.1635       36.596          125.4             49             199     
     69         9.4086             9.4086            1.2632         26.2         9.7826              2              27     
    105          13.85              9.757            1.1387        34.04         122.82             49             192     
    161         15.038             13.756            1.1408       42.112         158.14             54             225     
     69         9.4086             9.4086            1.2632         26.2         19.261              6              49     
    114          12.58             11.641            1.1767       34.892         101.19             40             166     
     78         10.505             9.5273            1.2361        28.16         61.205             30              94     
     82         10.935             9.6154            1.2242       29.012         96.988             36             194     
     69         9.4086             9.4086            1.2632         26.2         50.928             28              74     
     87         11.613             9.6204            1.2051        30.12         36.368             13              73     
     69         9.4086             9.4086            1.2632         26.2         115.17             42             185     
     78         10.505             9.5273            1.2361        28.16         63.154             34             110     
    152         14.583             13.371            1.1425       40.888          168.9             64             227     
    123         12.857             12.264            1.1731       36.298         96.008             41             161     
     69         9.4086             9.4086            1.2632         26.2         91.493             19             150     
     78         10.505             9.5273            1.2361        28.16         83.462             13             164     
     98          11.74             10.726            1.1967        32.08         154.58             46             223     
     69         9.4086             9.4086            1.2632         26.2         26.449              2              60     
     92         11.372               10.4            1.2052       30.972         50.717             22              80     
    127         13.335             12.208            1.1678       36.968         100.76             43             154     
     69         9.4086             9.4086            1.2632         26.2         164.91             85             233     
     69         9.4086             9.4086            1.2632         26.2         59.797             22             101     
    125         13.719             11.713            1.1566       36.852           55.2             24              89     
     69         9.4086             9.4086            1.2632         26.2         96.014             44             144     
     69         9.4086             9.4086            1.2632         26.2         137.81             43             206     
     95         11.641             10.482            1.2011       31.526         38.368             19              78     
     98         12.868             9.7909            1.1611       32.568         69.622             23             131     
     87         11.613             9.6204            1.2051        30.12         59.828             33              97     
     78         10.505             9.5273            1.2361        28.16         71.897             23             143     
     69         9.4086             9.4086            1.2632         26.2         215.54             64             255     
    102         12.462             10.521            1.1819       32.932         66.363             32             104     
     78         10.505             9.5273            1.2361        28.16         96.987             46             160     
     69         9.4086             9.4086            1.2632         26.2         77.551             33             134     
     92         11.372               10.4            1.2052       30.972         144.66             58             220     
     69         9.4086             9.4086            1.2632         26.2         42.638             11              79     
     69         9.4086             9.4086            1.2632         26.2         72.623             10             168     
     91         11.742             9.9362            1.2062        30.79         11.956              1              29     
     69         9.4086             9.4086            1.2632         26.2         237.46            158             255     
     94         11.699             10.328            1.2023       31.344         16.819              1              44     
     78         10.505             9.5273            1.2361        28.16         127.63             47             211     
     78         10.505             9.5273            1.2361        28.16         27.385              5              73     
     69         9.4086             9.4086            1.2632         26.2         52.768             24              96     
     69         9.4086             9.4086            1.2632         26.2         63.942             31             116     
     69         9.4086             9.4086            1.2632         26.2         172.35             99             219     
     69         9.4086             9.4086            1.2632         26.2         24.928              7              45     
     69         9.4086             9.4086            1.2632         26.2         49.333             12             112     
     85         10.778             10.128            1.2219       29.566          143.2             80             212     
     87         11.613             9.6204            1.2051        30.12         83.759             20             138     
     78         10.505             9.5273            1.2361        28.16         67.974             27             151     
     69         9.4086             9.4086            1.2632         26.2         141.52             73             201     
     69         9.4086             9.4086            1.2632         26.2         165.25             72             232     
     69         9.4086             9.4086            1.2632         26.2         60.638             21             108     
    139         13.835             12.883            1.1527       38.928         109.41             30             189     
     69         9.4086             9.4086            1.2632         26.2         100.65             45             148     
     78         10.505             9.5273            1.2361        28.16         82.756             38             135     
     69         9.4086             9.4086            1.2632         26.2         120.03             58             161     
     69         9.4086             9.4086            1.2632         26.2         18.942              6              49     
     78         10.505             9.5273            1.2361        28.16         106.38             51             163     
     82         10.935             9.6154            1.2242       29.012         100.34             52             156     
     69         9.4086             9.4086            1.2632         26.2         123.72             56             179     
     69         9.4086             9.4086            1.2632         26.2         89.304             33             151     
     69         9.4086             9.4086            1.2632         26.2         162.01             64             233     
     69         9.4086             9.4086            1.2632         26.2         118.42             61             184     
     87         11.613             9.6204            1.2051        30.12          121.7             65             183     
     85         10.778             10.128            1.2219       29.566         8.9176              2              21     
     69         9.4086             9.4086            1.2632         26.2         30.638              2              87     
     78         10.505             9.5273            1.2361        28.16         123.88             58             195     
     69         9.4086             9.4086            1.2632         26.2         85.275              4             154     
     69         9.4086             9.4086            1.2632         26.2         41.261             19              86     
     69         9.4086             9.4086            1.2632         26.2         127.09             43             187     
     69         9.4086             9.4086            1.2632         26.2         50.464             14              98     
     69         9.4086             9.4086            1.2632         26.2          9.913              1              29     
     69         9.4086             9.4086            1.2632         26.2         82.217             20             146     
     69         9.4086             9.4086            1.2632         26.2         207.45            113             249     
     87         11.613             9.6204            1.2051        30.12         86.644             32             163     
     95         11.641             10.482            1.2011       31.526         9.0105              2              27     
     69         9.4086             9.4086            1.2632         26.2         138.62              8             252     
     69         9.4086             9.4086            1.2632         26.2         60.014             15             133     
     78         10.505             9.5273            1.2361        28.16         79.936             20             159     
     69         9.4086             9.4086            1.2632         26.2         60.971              6             140     
     69         9.4086             9.4086            1.2632         26.2         101.71             24             164     
     69         9.4086             9.4086            1.2632         26.2         33.493              7              59     
     69         9.4086             9.4086            1.2632         26.2         36.246             10              79     
     82         10.935             9.6154            1.2242       29.012         33.415             11              74     
     69         9.4086             9.4086            1.2632         26.2         32.507              7              75     
     78         10.505             9.5273            1.2361        28.16          9.359              1              31     
     69         9.4086             9.4086            1.2632         26.2         19.116              4              46     
     78         10.505             9.5273            1.2361        28.16         13.128              1              44     
     92         11.372               10.4            1.2052       30.972         10.478              1              33     
     78         10.505             9.5273            1.2361        28.16         44.756              9              99     
     69         9.4086             9.4086            1.2632         26.2         23.928              4              62     
     82         10.935             9.6154            1.2242       29.012         15.183              1              47     
     69         9.4086             9.4086            1.2632         26.2         24.667              2              60     
     69         9.4086             9.4086            1.2632         26.2         61.942              3             128     
     85         10.778             10.128            1.2219       29.566         18.306              6              43     
     69         9.4086             9.4086            1.2632         26.2         134.71             12             225     
     69         9.4086             9.4086            1.2632         26.2         22.884              6              44     
     69         9.4086             9.4086            1.2632         26.2         35.522              5              80     
     69         9.4086             9.4086            1.2632         26.2         19.899              1              60     
     69         9.4086             9.4086            1.2632         26.2         32.551              8              68     
     69         9.4086             9.4086            1.2632         26.2         27.145              2              67     

Area Stats =
                 mean: 83.8328
               median: 78
    StandardDeviation: 22.1514
             Varience: 490.6834

Cicularity Stats =
                 mean: 1.2273
               median: 1.2361
    StandardDeviation: 0.0500
             Varience: 0.0025

Perimeter Stats =
                 mean: 29.1708
               median: 28.1600
    StandardDeviation: 4.2533
             Varience: 18.0906

Local Region Mean Intensity Stats =
                 mean: 67.6708
               median: 57.7536
    StandardDeviation: 46.6256
             Varience: 2.1739e+03

Min & Max Intensity Stats =
        IdividualMean: [299×1 double]
            MinorMean: 27.4147
            MajorMean: 112.6856
       PopulationMean: 70.0502
          MinorMedian: 23
          MajorMedian: 101
     PopulationMedian: 64
         MinorMinimum: 1
         MinorMaximum: 158
         MajorMinimum: 17
         MajorMaximum: 255
    StandardDeviation: 40.7589
             Varience: 1.6613e+03

Min & Max Length Stats =
        IdividualMean: [299×1 double]
            MinorMean: 9.8988
            MajorMean: 10.7475
       PopulationMean: 10.3231
          MinorMedian: 9.5273
          MajorMedian: 10.5052
     PopulationMedian: 10.0162
         MinorMinimum: 5.4608
         MinorMaximum: 13.7558
         MajorMinimum: 9.4086
         MajorMaximum: 22.2979
    StandardDeviation: 1.3027
             Varience: 1.6969

Statistical Analysis of Nuclei with Watershed =
    Area    MajorAxisLength    MinorAxisLength    Circularity    Perimeter    MeanIntensity    MinIntensity    MaxIntensity
    ____    _______________    _______________    ___________    _________    _____________    ____________    ____________

    162         18.448             11.399           0.99732        45.18         15.549              0              53     
    350         24.793              19.77           0.66291       81.454         9.0514              0              35     
    109         15.329             9.7044           0.90733       38.854         17.229              0              56     
     78         10.492             10.171           0.97185       31.758         6.9744              0              23     
     54         9.6185             7.6756            0.9121       27.276         2.8889              0              15     
     76         12.258             8.0706             1.084       29.682         7.2368              0              17     
     85         12.183             9.2801            1.0591       31.758         8.6353              0              36     
    176         18.026             13.034           0.98555       47.372         7.1307              0              24     
    231         19.035             16.775           0.88117       57.396          8.987              0              35     
     53         9.2925             7.3878            1.2645        22.95         4.4717              0              15     
    226         24.296             12.657           0.82439       58.694             17              0              48     
     51          9.248             7.2038            1.1977       23.132         9.4902              0              38     
    339         31.239             14.745           0.78314       73.754         16.445              0              48     
     59         10.611             7.2626            1.1331        25.58         5.5254              0              15     
     59         10.384              7.421            1.1015       25.944         7.7458              0              27     
     82         15.851             6.9717           0.85855       34.644         4.3293              0              17     
    313         23.467             17.597           0.88236       66.766         17.035              0              50     
    171         15.273             14.378            1.1189       43.824         34.485              0             105     
    104         13.597             9.9666            1.1127       34.272         17.712              0              80     
    199         18.694             13.948           0.96697       50.854         10.905              0              33     
    104         12.778             10.844           0.93523       37.382         9.1058              0              30     
    194         18.323             13.967           0.92932       51.218         16.206              0              68     
    146         18.065              10.58           0.97693       43.336         23.705              0              68     
    112         16.435             8.8886           0.97079       38.076         31.964              2              69     
    182          16.29             14.415            1.0911       45.784          15.78              0              66     
    189          20.66             12.066           0.75138       56.222         6.5291              0              35     
     71         13.208             7.1695           0.97593       30.236         29.282              1              74     
     88         13.052             8.8901            1.0238       32.866         14.114              0              36     
    150         16.471              12.61           0.92173       45.222         22.827              1              63     
    146         15.107             12.603            1.0024       42.782         13.295              0              32     
     66          9.643             9.1381            1.1237       27.168         5.4394              0              25     
    584         29.829             27.537           0.66786       104.83         20.228              0              70     
    218         18.187              15.58            1.0322       51.516         43.482              3             118     
    501         28.894             23.088           0.76043        90.99          7.982              0              38     
    101         17.082             8.0797           0.82001       39.342         13.673              0              34     
     82          11.42             9.5009            1.0922       30.716         4.9146              0              20     
    233         22.131             13.581           0.93346       56.006         15.459              0              55     
     66         10.826             8.1458            1.0942       27.532         11.258              0              26     
    199         21.856             11.909           0.85089       54.212          19.01              0              70     
     70          10.81             9.1113           0.92535       30.832         4.8143              0              21     
     96         13.805             9.0535             1.092       33.238         25.406              0              62     
    507         33.646             20.167           0.76425       91.304         14.367              1              40     
    116         22.443             6.9405           0.66668        46.76         31.474              1              87     
     57         9.9178             7.6061            1.1272       25.208         10.421              0              30     
    145         15.795             11.974            1.0218       42.228         31.055              1              77     
    180         16.196             14.693           0.92263       49.514           22.5              0              56     
     53         9.2472             7.8039            0.9813       26.052         4.2642              0              21     
    238         24.308             13.041           0.73292        63.88         8.8235              0              39     
     96         15.051             8.7245           0.76774        39.64         10.615              1              27     
    203          17.66              15.01           0.97938       51.036         26.527              0              85     
    100         15.968              8.497           0.85115       38.424            6.3              0              27     
    139         19.666             10.382           0.70938       49.622          24.05              2             114     
    476         27.945             22.154           0.85779       83.506         19.729              0              72     
     54         11.492             6.2129           0.99416       26.126         9.8519              0              30     
    145         14.861             12.785            1.0738       41.194          5.669              0              28     
    145         27.925             8.4161           0.54042       58.066         18.552              3              37     
    107         13.931             10.044            1.0568        35.67         46.374              3             123     
    176         20.787             11.019           0.92704       48.844         17.131              2              52     
    292         21.845             17.337            0.9512        62.11         18.134              0              54     
     68         11.372             7.8905            1.0975       27.904         6.5441              0              25     
    183         16.323             14.513            1.0043       47.852         22.951              3              62     
     69         11.667             7.7499            1.0986       28.094         6.6377              0              24     
    107         12.401             11.339            1.0787       35.306         25.458              2              59     
    133         14.012             12.663            1.0215        40.45         28.504              5              66     
     75         13.284             7.5266           0.97518       31.088           20.4              2              51     
    267         25.614             13.772            0.8065         64.5          28.94              2              77     
    181         16.207             14.878           0.97369       48.332          26.84              1              70     
     54         9.9229              7.184            1.1105        24.72         11.852              0              37     
    346         29.031             17.055           0.75894        75.69         20.965              0              62     
    163         17.318             12.376            1.0149       44.924         42.153              1              95     
     73         11.992             8.3145             0.965       30.832         4.0959              0              19     
     70         11.288             8.3148            1.0421       29.054         7.7143              0              19     
    134         16.814             10.355           0.98713       41.302         19.261              2              48     
    119         15.718             10.347           0.92222       40.268         5.3697              0              21     
    255         23.264             14.525           0.94207       58.322         37.239              4              93     
    223         17.562             16.309            1.0993        50.49         45.821              1             116     
    175         15.432             14.667            1.1018       44.676          33.36              0              82     
     88         13.093             8.8501           0.96226         33.9         6.2614              0              27     
     57         10.035             7.6018            1.0799       25.754         20.912              6              40     
    351         22.137             20.885           0.93564        68.66         29.444              0              97     
    203         18.141             14.578           0.96774       51.342          11.68              0              34     
    139         14.193             12.641             1.097       39.904         49.835              6             106     
     86         12.276             9.8064            0.7968       36.828         5.2442              0              17     
    239         18.118             16.871            1.0893       52.508         71.096              2             156     
     83          11.68             9.2891            1.1187       30.534         14.253              2              35     
    291         26.801             14.577           0.82936       66.402         38.258              5              85     
    276         20.342              17.86           0.93203       61.002         36.475              2             103     
    123         12.926             12.228            1.1657       36.414         62.496             12             134     
    217         17.011             16.536           0.99154       52.442         35.525              4              92     
    120         13.027             12.089            1.0276       38.308         6.0417              0              19     
     99         12.178             10.728            1.0868       33.834         27.495              2              64     
    109         12.323             11.383            1.1412       34.644         71.459             20             133     
    321         25.015              17.18           0.85259       68.784         10.807              0              33     
     86         11.879              9.326            1.1821       30.236         51.267             19              88     
    256         18.439             17.744            1.1139        53.74         107.81              5             229     
    219         18.888             15.182            0.9195       54.708         15.521              1              51     
    149         14.343              13.35            1.1136       41.004         20.644              4              45     
    179         16.562             13.913            1.0735       45.776         47.916              0             117     
    141         19.631             9.3026           0.91981        43.89         123.67              0             255     
    258         24.042             15.336           0.72967       66.658         43.399             10             118     
    102         12.515             10.744             1.072       34.578         34.078              9              73     
     58         9.5797               7.91            1.1746        24.91         40.655             15              66     
     86         12.825             8.7876            1.0045         32.8         31.105              6              52     
    207         17.233             15.449            1.1045        48.53         56.338              2             130     
    161         16.972             12.313            1.0054       44.858         19.137              0              45     
    249         18.016             17.696            1.0785       53.864         108.29              0             218     
     81         10.614             10.131            1.0262       31.494         7.1235              0              21     
     82         12.097             9.0361            1.0662       31.088         44.915             14              83     
    158         15.528             13.096            1.0975       42.534         23.943              1              81     
     83         10.845             9.9403            1.1409       30.236         54.735             27              97     
     66         11.635             7.3936             1.003       28.756         36.652             13              73     
     79         10.385             9.8273            1.1848       28.946         56.937             22              95     
    168         19.174             11.641           0.96761        46.71         75.488             19             131     
    175          17.44             13.085            1.0061       46.752         71.771             17             153     
    164         16.908              12.69           0.96287       46.264         23.305              0              60     
    183          16.78             14.137           0.93642       49.556             15              0              37     
    143         14.002             13.101            1.1566       39.416         74.636              3             132     
    255         18.633             17.571            1.0974       54.038         93.639              5             182     
     75         11.221             8.6469            1.1941       28.094         52.133             27              89     
     74          10.74             9.0495            1.0873       29.244         42.905             16              89     
    156         15.152             13.349            1.0933       42.344         24.513              0              71     
     83         11.006             9.7961            1.0588       31.386         61.578             23             104     
    167         15.294             13.994            1.1115       43.452         68.647              6             120     
     83         10.849             10.024            1.0461       31.576         19.988              4              44     
     69         10.581             8.4975            1.2009        26.87         78.522             24             146     
    270         18.804             18.351            1.1008       55.518         100.84             10             198     
    186         16.235             15.271           0.96559         49.2         29.925              4              68     
    154         16.196             12.466            0.9463       45.222         13.779              0              47     
     78         10.699             9.5109            1.1546       29.136         47.359             28              94     
     83         10.647             10.123            1.1839       29.682         66.217             31             132     
     76         12.616              7.902            1.0447       30.236         63.132             33             104     
     53         9.2067             7.6673            1.1227       24.356         72.566             33             138     
     83         11.119             9.6804            1.1459        30.17         60.855             15             110     
    110         12.391              11.41            1.1397       34.826         82.391             12             168     
    228         23.771             12.546           0.87502       57.222         93.061             23             185     
    128         14.233             11.693            1.0198       39.714         17.953              0              40     
