 
==== Analyse Plant Illumination ====
 
Statistical Analysis of Nuclei with Regional Max =
    Area    MajorAxisLength    MinorAxisLength    Circularity    Perimeter    MeanIntensity    MinIntensity    MaxIntensity
    217         19.144             15.121           0.80235       58.298           5.53              0              15     
    178         17.633             13.043           0.98433        47.67         10.461              1              26     
     64         10.481             7.9533            1.1613       26.316         6.3125              1              12     
    163         16.012             13.157            1.0609        43.94          9.454              0              29     
    196         22.025             12.901           0.64481       61.804         4.6735              0              20     
    228         17.737             16.802           0.95757         54.7          7.057              0              21     
    168         15.227             14.284            1.0218       45.454         11.185              1              32     
    181         16.328             14.228            1.1118        45.23         13.481              0              35     
     54          10.25             6.9298             1.127       24.538         6.9815              1              17     
    235         17.457             17.288            1.0511       53.004         11.319              0              32     
     74         10.526             9.1778            1.1099       28.946         5.7162              0              17     
    249          25.69             13.057           0.70578       66.584         10.614              0              29     
    104         13.381               10.1            1.0593       35.124         8.3654              3              19     
    181         18.795             12.416           0.97773       48.232         9.3149              0              22     
     65         13.302             6.3188           0.95838       29.194         5.0923              0              12     
    180         21.973             11.116           0.72325       55.924         5.7222              0              16     
    101         14.351             9.1591           0.99753        35.67         5.0099              0              19     
    159         15.304             13.471            1.0318       44.006         11.421              2              32     
    286         19.659             18.667            1.0587       58.264         15.752              2              52     
    261         19.128             17.669            1.0306       56.412          11.51              0              31     
    219         19.403              14.68           0.96836        53.31         6.8082              0              20     
     79         11.052             9.2435            1.1268       29.682         10.582              4              29     
     95         14.488             8.7069            0.9843       34.826         5.4737              0              18     
     80         11.252               9.38            1.0913       30.352         8.8625              2              17     
     51          10.46             6.3191             1.125       23.868         4.9216              0              18     
    236         25.281             12.148           0.79352       61.134         10.246              1              28     
    168         19.783             11.118           0.89396       48.596         9.1131              2              19     
    137         14.042             12.652            1.0848       39.838         12.212              3              25     
    153         16.869             11.922           0.97442        44.42         8.8627              1              23     
    271         19.244             18.028            1.0973       55.708         16.849              0              42     
    158         14.556             13.942            1.0608       43.262         15.652              2              33     
    128         14.424             11.976           0.91306       41.972         11.586              2              32     
    171         16.108             13.737            1.0371        45.52         12.474              1              35     
    116         16.089             9.7298           0.94737       39.226         6.1207              0              15     
     68          10.07             8.8873            1.1424        27.35         4.5735              0              14     
    133         14.036             12.252            1.1171        38.68         13.526              2              27     
    220         17.554             16.113             1.069       50.854         6.6136              0              19     
    155         15.966             12.472            1.0733         42.6         13.748              1              32     
    240         17.975             17.081            1.1166        51.97           24.8              5              54     
    111         13.708             11.118           0.95419       38.234         14.577              0              43     
     81         11.096             9.5068            1.1413       29.864         5.9136              0              19     
    144         14.995             12.523            1.0702        41.12         11.292              2              27     
    200         16.697             15.345            1.1286        47.19         16.985              0              36     
    151         14.646             13.257            1.1218       41.128         15.927              4              29     
     79         11.056             9.2324            1.2096       28.648         11.709              5              23     
    422         27.351              20.69           0.77223       82.868         6.8791              0              27     
    218         23.899             11.957           0.82398        57.66         9.1835              0              55     
     87         11.744             9.6272            1.0971       31.568             17              7              32     
    238         17.728             17.223            1.0872        52.45         29.912              2              70     
    230         17.401             17.022            1.0179       53.286         24.561              3              55     
     94          11.21             10.805            1.1935        31.46         21.968              3              42     
    310         24.105             17.042           0.87694        66.65         19.639              0              52     
     78         12.866             7.9065            1.0852       30.054         13.013              3              40     
     50         10.194             6.4377            1.0923       23.984          13.78              6              26     
     56         10.217             7.5267           0.95863       27.094         6.3036              1              12     
    102         11.953             11.037            1.1736       33.048         23.608              8              47     
    100         11.721              10.96            1.1634       32.866          21.25              4              45     
    171         16.465             13.484            1.0068       46.198         13.193              1              30     
    120         17.452             9.2113           0.85299       42.046         3.8583              0              13     
     86         13.092              8.578            1.0122       32.676         23.663              5              45     
    204         16.518             15.825            1.1246       47.744         29.931              3              64     
    240         18.036             17.059            1.0735       53.004         47.733              8             114     
    107         16.511             8.7887           0.90413       38.564         6.4579              0              15     
     67         10.932             8.0806            1.0956       27.722         11.463              1              26     
     74         11.468             9.0758           0.88474        32.42         14.554              3              29     
    112         12.738             11.422            1.1286       35.314         16.571              6              33     
     66         11.087             7.7758            1.0792       27.722         17.864              4              39     
     93         11.561             10.445            1.1587       31.758         28.624             16              44     
     56         9.2213             7.9947            1.1863       24.356         4.3036              0              11     
    190          16.34             14.967             1.061       47.438         35.947              4              73     
    124         13.774             11.585            1.1443       36.902         15.637              2              42     
     56         10.195             7.2495            1.0916        25.39         10.625              3              23     
    236         18.216             16.601            1.1061        51.78         49.199              3             106     
     52         8.6956              7.907            1.1721       23.612         8.3269              1              16     
    106         12.294             11.169            1.1264       34.388         25.528             11              46     
    212         17.266             15.798            1.0705       49.886         14.986              1              34     
    143         30.148             6.5464           0.53451       57.982         6.6084              0              17     
     69         9.8702              9.512           0.97705        29.79         9.7391              1              21     
     55         11.409             6.5105           0.98434       26.498           10.4              3              19     
    135          13.63             12.736            1.1446       38.498         44.074             10              74     
     55          9.311              8.044            1.0721        25.39         3.8545              0              11     
    204         17.184              15.26            1.1077       48.108         36.926              5              69     
     75         12.064             8.2248            1.0698       29.682         12.333              3              28     
     63         10.585              7.855            1.1591       26.134         13.571              3              31     
    244         18.519             16.877            1.0993       52.814         77.947             12             163     
     90         11.287             10.268            1.1981       30.724         23.622             10              40     
    182         19.947             12.321           0.84947       51.888         5.6593              0              18     
    114         12.533             11.732            1.1689       35.008         40.789             12              73     
     54         10.657             6.9176            1.0082       25.944          15.37              6              25     
     72         11.032             8.4122             1.203       27.424         16.639              6              34     
    197         17.369             14.589            1.0778       47.926         41.381              5              88     
    152         15.307             12.786            1.0903       41.856         15.243              2              28     
     74         10.501             9.1467            1.1936       27.912         11.473              3              25     
     57         10.642              6.974            1.1377       25.092         13.263              4              27     
     75         10.765             9.1098            1.1788       28.276         26.347             14              51     
    123         13.006              12.13            1.1652       36.422         45.943              5              99     
    223          17.43             16.372            1.1127       50.184         52.493             15              97     
    111         12.393              11.52            1.1381       35.008         41.189             16              74     
    152         30.846             7.0226           0.48901       62.498         6.9145              2              15     
     76         15.663             6.7774           0.70861       36.712         4.4605              0              17     
    183         17.168             13.662            1.1119       45.478         52.071              4             104     
    115         12.987             11.392            1.1665       35.198         27.878              8              55     
     70         11.096              8.214            1.1002       28.276         13.386              7              24     
    133         13.988              12.33            1.0794        39.35         14.203              4              34     
     97         12.015             10.391            1.1285       32.866         30.165             11              53     
    240         18.331             16.762            1.1015       52.326           75.4             12             131     
    146         16.552             11.635           0.97172       43.452         4.4384              0              16     
    143         16.074             11.413            1.0783       40.822         19.476              4              46     
    170         15.841             13.918             1.001       46.198         10.918              0              31     
    148         16.344             11.614            1.1026        41.07         42.405              5              84     
    106         12.003             11.422            1.1711       33.726          40.67             14              65     
    157         16.463             12.337            1.0813       42.716         37.643              9              84     
     98         11.275             11.235            1.1197       33.164         35.622             12              60     
    184         17.053             13.862            1.0999        45.85         54.397              7             103     
    109         12.399             11.283            1.1867       33.974         17.991              8              42     
    201         16.762             15.349            1.1081       47.744         31.483              4              63     
    208         17.179             15.501            1.1125       48.472         66.053             18             105     
    160         16.707             12.549           0.98283        45.23           14.8              1              36     
    126         13.151              12.28            1.1701       36.786          57.46             20             102     
    170          23.18             9.7859           0.72161        54.41         30.024              2             112     
    126         13.225             12.278            1.1586       36.968          10.54              0              31     
    170         16.723             13.126            1.0412       45.296         44.465              6              75     
     58         9.1763             8.2218            1.2105       24.538         16.828              6              34     
     80          10.97             9.4314            1.1998       28.946         32.163             13              53     
    209         16.953             15.785            1.1201       48.422         30.627              6              59     
    102         12.457             10.692            1.1148       33.908         58.863              8             115     
    196         16.181             15.514            1.1325       46.636         45.571             19              75     
     69         10.395             8.6275            1.1585       27.358          36.13             10              56     
    163         16.184             12.965            1.0435       44.304         43.656              5              95     
    176          16.64             13.537            1.1201       44.436         53.864             11              86     
     96           11.6             10.653            1.1638       32.196         32.594             11              51     
    112         12.969             11.608            1.0438        36.72         9.5714              0              21     
     84         11.185             9.8562            1.1051       30.906         33.524              9              64     
     52         9.3679             7.3176             1.044       25.018         12.173              4              22     
     52         9.0281              7.741             1.136       23.984         4.9808              1              13     
    123         12.847             12.338            1.1463        36.72         46.195             26              86     
    109         16.248             8.8674           0.90733       38.854         18.991              6              35     
    147         16.755             11.458           0.99535        43.08         33.483              3              88     
    189         16.691             14.506            1.1061       46.338         48.873             18              84     
    211         16.853              16.11            1.0633       49.936         44.659              3              86     
    135         14.715             11.816            1.1368        38.63         41.378              9              86     
     66         10.021             8.9139           0.98252       29.054         18.894              8              37     
     87         11.927              9.732            0.9832       33.346          9.023              1              27     
    127         14.645             11.179            1.1046        38.01         56.047              9              95     
    130         15.771             10.608             1.078       38.928         39.108              7              72     
    202         18.344             14.165            1.0964       48.116         67.347             23             113     
    188         15.995             15.059             1.127       45.784         43.149              5              84     
     78         11.461             8.8967            1.0559       30.468         10.244              1              23     
    167         16.446             13.009            1.1175       43.336         44.707              8              76     
    147         15.263             12.475            1.0825        41.31         32.218              9              74     
    135         14.183             12.237            1.0557       40.086         35.667             10              66     
    139         16.943             10.644            1.0114       41.558         89.827              8             149     
     66         9.6232             8.8831            1.2322       25.944         29.212             13              48     
     59         9.0737               8.44            1.2498       24.356          40.22             24              64     
    173         16.385             13.627            1.0949        44.56          54.48              7              99     
    121         17.433             9.2175            0.9095       40.888         89.818             14             136     
    147         15.392             12.316            1.1185        40.64         57.918              9             119     
     81         10.715             9.8558            1.1605       29.616         33.951             16              57     
     89          12.82             9.0889            1.0636       32.428         12.034              2              27     
    197         16.358             15.425            1.1117        47.19         50.675              5             110     
    166         16.872             12.654            1.0862       43.824         29.952              5              64     
     93          11.51             10.479            1.1721       31.576         50.548             17              85     
    129         16.971              9.804            1.0461       39.366         72.419             27             102     
    135         14.205             12.177             1.152       38.374         38.356              9              68     
     81         10.826             10.093             1.041        31.27         32.642             10              64     
     96          13.38             10.036           0.90403        36.53          12.49              0              29     
     94         13.227             9.1587            1.1058       32.684         26.681             10              45     
    148         17.613             10.818            1.0545       41.996         81.736             21             134     
     78         10.447             9.6082            1.2259       28.276           49.5             27              70     
    143         14.079             13.044            1.1389       39.722         67.399              5             130     
    143         15.548             11.894            1.0169       42.038         46.399             13              76     
     54         9.2046             7.6827            1.1797       23.984         33.093             14              58     
     66         10.392             8.2048            1.1812       26.498         45.515              7              81     
    192         22.693             11.154           0.84371       53.476         49.958             10             107     
    118         17.049             9.0035           0.99367        38.63          88.28             28             131     
     57         10.145             7.3569            1.1272       25.208         21.632              7              34     
     60         9.5432             8.2388            1.2039       25.026         49.367             24              75     
     65         10.152              8.244            1.2419       25.646         41.215             13              86     
    132         13.845             12.353            1.0776       39.234         66.879              5             127     
    118         13.174             11.476            1.1725       35.562         36.636             20              59     
     73         9.9853             9.4612            1.1781       27.904         40.014             16              60     
    182         15.886             14.695             1.109       45.412         21.571              1              44     
    134         16.071              10.71            1.0903         39.3         79.201             28             130     
    111         13.368             10.676            1.1578        34.71         37.577              7              64     
     79         10.422             9.7522            1.2258       28.458         58.987             27              91     
    150         15.454             12.595            1.0387         42.6          62.02             12             103     
     62          10.94             7.4268            1.1096       26.498          17.21              1              45     
    119         13.324             11.592            1.0942       36.968         34.924             18              57     
     97         11.816             10.593            1.1808        32.13         40.691             15              65     
    119         14.434              10.58             1.135       36.298         64.681             35             101     
    140         14.657             12.299            1.1324       39.416         39.636              8              77     
    164         17.264             12.543           0.96772       46.148         36.799             15              70     
    195         16.584             15.072            1.1231        46.71         31.862              4              71     
     93         12.047             9.9273            1.1808        31.46         57.269             29              79     
    178          17.06             13.429            1.0675       45.776         70.365             13             130     
    138         15.358             11.511            1.1333       39.118         64.514             10             119     
    117         14.423             10.439            1.1088       36.414         62.513             27              99     
    115         13.125             11.243             1.167        35.19         55.626             12              87     
     85         12.738             8.6654            1.0713       31.576         21.776             11              42     
     74         12.578             7.7955           0.99741       30.534         22.946              4              57     
     98         14.976             8.6542           0.95767        35.86         33.449             14              60     
    117         15.443             9.8641           0.99844       38.374         65.248             11             122     
    108         14.412             9.6379            1.1148       34.892         67.935             26             104     
    184         16.408             14.417            1.0861        46.14         58.446              7             113     
    127         16.425             10.131           0.96316       40.706         75.528             13             113     
    105         17.029             8.3319           0.85753       39.226         49.114             14              80     
    102         15.371             8.6165           0.97639       36.232         35.225             10              61     
     75         9.9626             9.7154            1.2264       27.722          35.04             17              59     
    141         19.466              9.393           0.94061       43.402         52.957             19             109     
    114          13.78             10.642            1.1254       35.678         45.018              9              89     
    129          13.71             12.155            1.1333        37.82         81.426             29             123     
     96         13.091              9.422            1.1508       32.378         48.875             16              83     
    155         16.846             11.822            1.0949       42.178         68.213             19             124     
    160         15.222             13.474            1.1436        41.93         42.094              9              82     
    112         14.181             10.168            1.1244        35.38         51.964             20              76     
    261         21.075             16.268           0.98004        57.85         95.234             13             166     
     50         9.6097             6.8429            1.1446        23.43           13.2              2              27     
    106         14.396             9.4934            1.0752       35.198           40.5             16              78     
    138         16.311             10.946            1.0757       40.152         51.051              7             126     
     72         10.407              8.964            1.1773       27.722         49.236             35              72     
     52         10.036             6.7959             1.136       23.984         31.154             18              46     
    117         16.091             9.6634           0.94914       39.358         35.897             12              69     
    131         14.561             11.651            1.1069       38.564         52.595              6             100     
    116         13.577             11.024            1.1336        35.86         67.198             36             101     
     90         13.911             8.3782            1.0355       33.048         27.711              8              48     
    223         17.128             16.781            1.0728        51.11         93.323             20             174     
     92         12.377             9.5688            1.1768       31.344         52.315             22              79     
    124         14.246             11.368            1.0357       38.788         15.895              1              41     
    110         14.889             9.5625            1.0425       36.414         49.273             10              87     
    114         15.166             10.041           0.92555       39.342         25.053              1              90     
    121         15.849              9.871            1.0424       38.192         75.388              9             151     
     54         9.6015             7.2731            1.2095       23.686         38.722             20              66     
     98         13.262             9.5298             1.095       33.536         53.388             20              91     
    105         13.088             10.286            1.1686       33.602         70.724             30             113     
    282          23.47             16.497            0.8455        64.74         123.75             17             241     
     97         13.405             9.8356           0.95182       35.786         22.588             11              49     
    159         16.701             12.254            1.0917       42.782         73.365             12             169     
     73         11.796             7.9966            1.1474       28.276         32.479              7              58     
     99         13.099             10.419           0.83792       38.532         20.737              4              91     
    167         14.719             14.548            1.1304       43.088         71.916             21             129     
     99         12.338             10.377            1.1311       33.164         38.212             19              58     
     61         9.4896              8.401            1.2063       25.208         29.672             13              43     
     85         13.189             8.2779            1.1267        30.79         45.671             26              85     
    134         13.759             12.544            1.1362       38.498         53.836             12              97     
     58         10.621             7.3286            1.0828       25.944         48.052             24              71     
    106         13.076             10.391            1.1671       33.784         49.066             11              76     
    100         15.259              8.469           0.99366       35.562          24.52              9              45     
    136          13.29             13.135            1.1606       38.374         59.199             14              88     
    169         18.644             11.841           0.97646       46.636         113.08              8             255     
     68         9.6366             9.1834            1.1835        26.87         10.926              0              23     
    207         17.176             15.501            1.0484       49.812         124.89             17             229     
    143         14.022              13.13            1.0916       40.574         77.573             10             150     
     70         10.979             8.4644            1.0918       28.384         21.657              7              52     
    109         15.998             8.8695           0.97632       37.456         46.642              3             131     
     79         11.367             9.0387            1.1701       29.128         47.684             31              64     
    119         12.445             12.245            1.1825       35.562         59.429             15              95     
     83         11.805             9.0643            1.1695       29.864         41.325             14              70     
    121         12.755              12.17              1.17        36.05         86.281              9             144     
    135         14.043             12.429            1.0956        39.35          68.43             20             113     
    108          12.56             11.138             1.119       34.826         135.68             25             223     
    145          14.04             13.252            1.1577       39.672         78.972             12             156     
     66         10.657             8.0902            1.1812       26.498         35.864             16              55     
     52         10.509             6.5169            1.1352       23.992         36.904             19              60     
    111         12.721             11.439            1.1185       35.314         67.721             26             131     
     95         11.049             11.045            1.2062        31.46         56.453             13             110     
    158         15.577             13.173            1.0369       43.758         112.37             18             227     
    124          13.64              11.83            1.0828       37.936         64.169             11             111     
    137         13.916              12.68            1.1399       38.862         91.219             14             169     
     96         11.482             10.914            1.1555       32.312         24.375              0              53     
    137         13.781             12.986            1.0617       40.268         27.241              7              64     
     78         13.072             8.0372           0.85665       33.826         3.2436              0              14     
     89         12.348             9.3092            1.1659       30.972         43.697              8              82     
    113         13.525             10.887            1.0817       36.232         62.752              7             115     
    201         22.814             11.571           0.87944       53.592         81.517             14             176     
     50         10.106              6.661            1.0039       25.018           3.88              0              13     
    243         24.805              13.18           0.81396        61.25         87.959             14             216     
    286         23.722             17.135           0.67438       73.002         24.916              8              65     
    115         14.572             10.315            1.0443         37.2         53.791             12             104     
     57         11.022             6.7618            1.0494       26.126         104.53             18             204     
    153         21.374              9.427           0.83532       47.976         84.353              7             247     
     74         10.843              8.911            1.1389       28.574         14.365              5              29     
     60         9.1782             8.5214            1.1975       25.092         24.033              3              55     
    147         19.895             9.8562           0.80531       47.894         27.122             10              52     
     64         10.317              8.092            1.1775       26.134         34.625              7              62     
     51         8.6972             7.8897            1.1141       23.984         7.7451              0              26     
    112         12.697             11.676            1.0335       36.902         19.188              4              49     
     50         8.7288             7.6766            1.1446        23.43            9.4              3              16     
     59         9.6979             8.1301            1.1015       25.944         37.712             22              66     
    186         19.836             12.698           0.87426       51.706         10.387              0              36     
    114         13.174             11.162            1.1563       35.198         48.974              8             108     
     81         10.316             10.123            1.2246        28.83         35.099              5              70     
     79         11.759             8.8367            1.1408         29.5         60.962             14             112     
    106         12.825             10.688            1.1418       34.156         17.594              3              48     
     67         9.7469              8.899            1.1991       26.498         17.075              4              30     
     70         12.106             7.5202            1.0368       29.128         11.929              5              22     
     98         15.276             8.7089           0.91703       36.646         29.082             13              67     
    229         20.477             15.399           0.92615       55.742         16.162              0              40     
    137         15.227             11.953            1.0088        41.31         10.212              1              27     
     57         9.1483             8.0384            1.2767       23.686         12.246              4              23     
    276          22.97             16.438            0.8326       64.542         19.946              3              45     
     85         11.029              10.12            1.0964       31.212         10.024              4              25     
     80         10.509             9.8782            1.1604       29.434         18.688              4              39     
     60         9.6933             8.0208            1.1975       25.092          13.35              4              28     
     58         10.822             7.1067            1.0524       26.316              7              1              13     
    165         16.311             13.331           0.90551       47.852         17.915              1              52     
    164         19.006             11.601           0.87925       48.414         34.256              5             124     
     56          9.826             7.5328            1.0362        26.06         8.7857              2              21     
     67         9.8161             8.8262            1.2327       26.134         18.313              3              41     
     73         10.927             8.6456            1.1937       27.722         16.315              5              34     
    127         13.715             11.975            1.1376       37.456         12.858              2              30     
     57         9.9962             7.6785            1.0642       25.944         5.7895              0              15     
     87         11.115             10.069            1.2104       30.054         13.908              4              35     
    104         12.555             10.875            1.0484       35.306         12.365              1              30     
     86          16.28             6.9968           0.85455       35.562         17.593              3              29     
     93         13.092             9.2639            1.0863         32.8         6.9032              1              21     
     56         9.0889             8.3334            1.0916        25.39          6.625              2              19     
    110          12.96              11.06            1.0789       35.794         34.309              4             100     
     65         9.5687             8.8583            1.2135       25.944         11.692              2              23     
    136         16.726             11.086           0.92087        43.08          28.89              3              90     
     88         12.703             8.9404            1.1309        31.27          64.17              2             171     
     80         11.882             8.9058            1.1272       29.864         16.613              3              31     
     75         12.246             9.2379           0.78039       34.752           8.36              3              16     
     97         12.335             10.434            1.0607         33.9         5.7216              0              15     
    119         15.321             10.603           0.86719       41.526         11.034              2              23     
     69         11.878             7.5116            1.1283       27.722         5.2029              2              12     
    183         16.087             14.998           0.94617         49.3         15.361              1              51     
     87         11.915              9.656            1.0639       32.056         48.632              3             120     
    123          15.25             10.622           0.96228       40.078         5.2602              1              11     
    217         18.526             15.289           0.99564       52.334         29.935              3              93     
     72         12.906              7.418           0.94772       30.898         6.6389              2              17     
     65         11.251             8.0656           0.88711       30.344         19.046              2              59     
    200         16.913              15.19            1.0513       48.894         85.215              2             253     
     61         11.701             7.1998           0.97176       28.086         6.7541              0              34     
    180         19.805             11.693           0.96999        48.29         13.733              1              38     
    176         15.582             14.542            1.1139        44.56         37.841              2             117     
    154         14.663             13.695            1.1007        41.93          30.13              2              80     
     67         10.315             8.4549            1.1256        27.35         5.3582              1              11     
     55         9.5358              7.625            1.1651       24.356         5.3455              2              10     
    127          15.29             10.734            1.0838       38.374         69.291              2             210     
    145         17.963             11.084           0.88645       45.338         13.172              2              60     
     61         11.307             7.1041            1.0385       27.168         7.2623              2              17     
    124          13.56             11.786            1.1397       36.976         61.097              2             213     
    105         13.324             10.481            0.9633        37.01          18.81              1              63     
     63         10.594             7.9042           0.99538       28.202         8.1111              1              17     
     88         12.451             9.4206           0.99893       33.272         14.955              2              40     
    148         16.861              12.18           0.84459       46.926         34.041              2             165     
    173         15.593             14.353            1.0375       45.776         39.555              3             132     
    182         16.796             14.203            1.0142       47.488         25.027              3              84     
     80         12.359             8.5264            1.0525       30.906         95.188              1             249     
    112         14.894             10.237           0.93192       38.862         6.3839              0              17     
     57         9.5447             7.9846            1.0703        25.87         7.8772              0              24     
     52         10.374             6.5759            1.0693        24.72         6.3462              1              16     
     68          13.45             7.0357           0.83157       32.056         6.3824              0              18     

Area Stats =
                 mean: 132.1486
               median: 116
    StandardDeviation: 72.5560
             Varience: 5.2644e+03

Cicularity Stats =
                 mean: 1.0394
               median: 1.0754
    StandardDeviation: 0.1332
             Varience: 0.0178

Perimeter Stats =
                 mean: 39.3583
               median: 37.3280
    StandardDeviation: 12.2005
             Varience: 148.8521

Local Region Mean Intensity Stats =
                 mean: 28.4641
               median: 18.1521
    StandardDeviation: 25.4203
             Varience: 646.1903

Min & Max Intensity Stats =
        IdividualMean: [424×1 double]
            MinorMean: 6.3538
            MajorMean: 58.4552
       PopulationMean: 32.4045
          MinorMedian: 3
          MajorMedian: 42.5000
     PopulationMedian: 23.5000
         MinorMinimum: 0
         MinorMaximum: 36
         MajorMinimum: 4
         MajorMaximum: 255
    StandardDeviation: 26.6028
             Varience: 707.7078

Min & Max Length Stats =
        IdividualMean: [424×1 double]
            MinorMean: 11.1690
            MajorMean: 14.7428
       PopulationMean: 12.9559
          MinorMedian: 10.6897
          MajorMedian: 14.0933
     PopulationMedian: 12.5324
         MinorMinimum: 5.4508
         MinorMaximum: 28.4316
         MajorMinimum: 8.4020
         MajorMaximum: 32.4878
    StandardDeviation: 3.3646
             Varience: 11.3202

Statistical Analysis of Cell Walls with Watershed =
    Area    MajorAxisLength    MinorAxisLength    Circularity    Perimeter    MeanIntensity    MinIntensity    MaxIntensity
    ____    _______________    _______________    ___________    _________    _____________    ____________    ____________

     169        24.727             9.0719           0.76741       52.606         4.3669              0              11     
     257        33.123             10.215           0.68892       68.468         0.8716              0               8     
      84        12.654             8.8054            1.0069       32.378         3.5952              1               8     
     236        30.756             10.181           0.69725       65.218         2.2924              0              11     
     151         22.09             9.0006           0.83593       47.644         4.6159              1              13     
      73        10.539             8.9385            1.2198       27.424         2.8356              1               5     
     368        26.608             18.875           0.88472       72.298         7.5435              1              23     
     156        22.756             8.8983           0.85942        47.76         4.1154              0              11     
     979        42.233             30.828           0.88172       118.12         1.1634              0               7     
     419        32.554              16.87            0.8859       77.094         1.0501              0               8     
     189        25.071             10.275           0.73126        56.99         2.8201              1               6     
     265        49.094             7.1599           0.37158       94.668         1.7396              0               5     
     114        22.181             6.6807           0.74537        43.84         3.9386              1              10     
    1055        42.693             32.688           0.89642       121.61         1.6711              0              11     
     135        22.515             7.7841           0.80875         45.8         4.4444              1              12     
      99        13.756             9.2957            1.1216       33.304         3.4141              1               7     
      58        9.1117             8.2822            1.2105       24.538         3.3276              2               7     
      82        14.815             7.3767            0.9715       32.568          3.122              1               6     
     508        28.418             23.316           0.97863       80.766         8.0335              2              25     
     411        26.365             20.534           0.94885       73.778         5.0243              0              17     
      51        9.0359             7.2653            1.2911        22.28         3.1961              1               5     
      59        10.329             7.3962            1.2125       24.728         3.6441              2               6     
     189        24.379             10.202           0.80032       54.476         4.4444              2               7     
     488        30.586             21.094           0.90564       82.288         1.2582              0               9     
     141        20.517             9.2501           0.85919       45.412         3.9078              2               6     
      60        9.5495             8.3223            1.1202       25.944         3.0833              1               6     
     381        27.684             18.015           0.96209       70.544         8.9081              1              22     
     344         28.04             17.149           0.77134       74.862         3.2471              1               6     
     417        26.271             21.241           0.94713       74.382         5.6283              0              16     
      71        10.707             8.9209             1.079       28.756         3.5352              1               6     
     553        32.911             22.066           0.90769       87.498         2.2857              0              13     
      73        11.212             8.3767            1.2037       27.606         2.3288              1               5     
     272        26.408             13.413           0.92634       60.744          9.864              3              25     
    1013        41.363             32.138           0.93632        116.6         1.1846              0               8     
     331        29.899             16.238           0.63438       80.974         3.4079              1               7     
     191        21.071             12.907           0.79258        55.03          4.199              2               9     
     359        27.667              18.09           0.79164        75.49         3.6267              0               8     
     122        22.898             7.0705           0.70994        46.47         2.1885              0               5     
     449        25.285             23.313           0.99141        75.44         10.474              3              34     
     810        36.622             29.035           0.92943       104.65         5.5309              0              16     
     162        31.348              6.755           0.57464        59.52         2.0864              0              14     
     360         32.55             14.446           0.84929       72.984           2.25              0              14     
      59        11.126             6.9031            1.1434       25.464         3.2373              2               5     
     144        20.621             9.7657           0.80385       47.446         5.2639              3               9     
     186        18.182             13.325            1.0518        47.14         2.9892              1               5     
      85        16.616             7.8993           0.72977       38.258         4.3176              2               8     
     546        35.065             21.982           0.77803       93.908         4.0788              0              20     
      58        10.121             7.3688            1.2404        24.24         1.6552              0               3     
      66        12.498             6.9664            1.0508       28.094         3.2727              2               5     
     561        28.109             26.399           0.95665       85.844          10.62              1              28     
     277        34.631             10.294           0.66794        72.19         2.5307              0               7     
    1324        51.659              33.05           0.90876       135.31         1.7825              0              11     
      51        10.138             6.5595            1.1423       23.686         2.4902              1               4     
     331        21.677             20.224           0.98189       65.086         6.6556              1              17     
     199        19.224             13.709           0.92382       52.028         3.7236              2               6     
      78        14.353             7.1758           0.95637       32.014         3.6026              2               5     
      57        11.546              6.391            1.0737       25.828         4.3158              2               7     
      66        13.862             6.1984           0.94879       29.566         3.0303              1               7     
     102        13.705             9.8789            0.9804       36.158         3.3039              1               5     
    1181        47.089             32.641           0.92104       126.94         2.3167              0              17     
     175        28.299             8.1677           0.69453        56.27            2.2              0               5     
      84        12.654             8.7602            1.0665        31.46         3.9167              2               6     
      63         13.38             6.1702           0.92889       29.194         4.3175              3               7     
     544        28.041             25.444            0.9771       83.644         11.193              3              35     
     232         22.36             13.561           0.97737       54.616              7              2              16     
     157        16.694             12.424           0.99362        44.56         3.7771              2               5     
     157        16.683              12.11            1.0838       42.666         3.4777              1               8     
     198        29.207              8.803           0.67321       60.794         2.6162              0               6     
     640        30.393             27.338           0.99008       90.128         6.7266              1              21     
     162         23.61             9.0045           0.81561        49.96         2.9198              0               6     
      91        11.683             10.051            1.1921       30.972          1.967              0               4     
     123        13.487             11.753             1.161       36.488         3.1138              1               5     
     114        20.397             7.2977           0.79125        42.55         4.8596              2               9     
     373        28.933             16.807           0.94055       70.594         10.399              2              26     
     519        29.378              23.12           0.98184       81.502         1.4412              0               7     
     127        17.985             9.2207           0.97741       40.408         2.4016              0               7     
     143        14.053             13.108            1.1418       39.672         3.2098              1               6     
      60         9.252             8.3267            1.2832        24.24         3.7333              2               6     
     114         13.57              10.85            1.1445        35.38         3.8509              1               7     
     945        37.965             32.525           0.95212       111.68         3.0222              0              24     
     384        25.916             19.577            0.8883       73.704         7.5078              1              23     
      51        9.0359             7.2653            1.2911        22.28         3.5686              2               7     
     474        26.338             23.735           0.96072        78.74         12.605              2              33     
     163        21.831             9.5997           0.90738       47.512         3.0982              0               7     
      69        10.221              8.785            1.2009        26.87         2.0435              1               5     
      73        17.125              5.541           0.77502       34.404         4.1644              2              10     
     166        15.779             13.739            1.0529        44.51         2.9819              1               7     
     597        30.381             25.681           0.98252       87.382         1.7655              0               9     
     106         15.58             8.8886            1.0316       35.934         3.9245              1               7     
     199        27.711             9.4881           0.74383       57.982         2.3668              0               7     
