 
==== Analyse Plant Illumination ====
 
Statistical Analysis of Nuclei with Regional Max =
    Area    MajorAxisLength    MinorAxisLength    Circularity    Perimeter    MeanIntensity    MinIntensity    MaxIntensity
    307         23.693              17.55           0.84108       67.726         55.065              9             108     
    146         15.264             13.002           0.95061       43.932         64.082             12             132     
     53         9.4725             7.4082            1.1227       24.356         32.264             12              51     
    213         18.183             15.058            1.0834       49.704          93.38             34             169     
    115          15.48              9.921           0.93329        39.35         43.913             15              97     
    280         34.046             12.606           0.49817       84.042         65.943             15             120     
    157         16.852             12.287           0.97576       44.966         43.828              9              80     
    188         22.476             11.083           0.84486        52.88         128.39              5             255     
    246          18.25             17.296            1.0658       53.856         56.167             13             114     
    294         24.667             15.586           0.88783       64.508          83.49             24             173     
     72         11.648             8.3451            1.0067        29.98         37.681             19              61     
    170         16.476             13.345            1.0974       44.122         110.82             29             200     
     92         12.013             10.028            1.1327       31.948         42.239              9              78     
    283         19.827             18.277            1.0476       58.264         132.87             15             220     
    115         14.114             10.638            1.0786       36.604         46.774             16              85     
    400         23.362               21.9            1.0508       69.164         192.54             24             255     
     64         10.212             8.2017            1.1775       26.134         17.234              1              35     
    127         18.904             8.8458           0.80643       44.486         54.906             26             126     
    189         15.866             15.319            1.1006       46.454         102.15             38             179     
     97         11.821              10.67            1.0962       33.346         41.814             15              80     
    172          17.49             12.912           0.93937       47.968         71.872             28             120     
     74         11.755             8.2589            1.0555       29.682          53.73             22              88     
    168          15.07             14.302            1.1088       43.634         46.333             13              90     
     58         12.175             6.2772            1.0233       26.688         72.741             42             111     
     54         9.6015             7.2731            1.2095       23.686         18.852              0              54     
    193         18.479             13.612           0.97292       49.928         34.114              2             100     
    288         20.261             18.203            1.0911       57.594         152.55             10             244     
    114          13.45             10.984            1.0843       36.348         64.061             34             102     
    125         13.666              11.78            1.1196       37.456         49.064             12              93     
    110         15.127             9.5061           0.97577       37.638         53.664             19              90     
    145         13.918             13.579            1.0622       41.418         50.207              7             115     
    114         14.352               10.4            1.0357       37.192         46.658             19              77     
     88         13.613             8.4175            1.0125       33.048         63.193             26             107     
    132         15.007             11.318            1.1158       38.556         55.061             24             105     
     69         10.649             8.6192             1.062       28.574         81.797             47             124     
    160         19.261             10.775            0.9516       45.966         80.019             32             136     
     67         10.679             8.1704            1.1505       27.052         75.985             44             111     
    108         12.298             11.703            1.0883       35.314         58.009              6             173     
    151         14.521             13.478            1.0767        41.98         54.404             17             108     
    300         20.966             18.359            1.0629       59.554         198.57             46             255     
    100         12.014             10.805            1.0515        34.57           67.3             32             104     
    150         16.902             11.716            1.0299       42.782         66.327             35             132     
    122         15.028              11.06           0.96319       39.896         48.795              6              82     
    171         19.492               12.9           0.72607       54.402         76.117             43             142     
    151         16.368             11.902            1.0793        41.93         66.887             14             126     
    240         23.576             13.181           0.92269       57.172         98.554             26             204     
    247         18.438             17.143            1.0973       53.186         156.26             17             241     
    177         15.962             14.266            1.0964        45.04         45.898              4              98     
    171         15.953             14.023            1.0386       45.486         68.035             25             132     
    116          13.82             10.997              1.06       37.084         48.526             18              88     
    179         17.265             13.684           0.93808       48.968          90.81             26             160     
    182         15.632             14.962            1.1237       45.114         89.918             37             155     
     66         10.326             8.5932            1.0935        27.54         57.348             26              82     
     73         12.057             8.1046           0.95322       31.022          60.63             20              90     
    157         14.518             13.933            1.1257       41.864         38.159             11              71     
    132         16.527             10.441           0.93348       42.154         71.409             38             121     
    183         16.303             14.376            1.1299       45.114         95.388             29             177     
     72         13.826             7.6453           0.76547        34.38         52.111             25              77     
    137         14.221             12.393            1.1399       38.862         54.876             12             112     
    138         16.091             11.546           0.97786       42.112         169.58             52             252     
     61         10.453             7.6291             1.155       25.762         51.967             19              99     
    254         18.361             17.697            1.1052        53.74         171.55             19             250     
    132         13.312             12.729            1.1597        37.82         126.15              8             253     
     93         13.053             9.4658            1.0626       33.164         54.957             10              83     
    180         15.287             15.116            1.1146       45.048         43.906              7              93     
    181         21.464             10.949           0.88353       50.738         161.86              8             255     
    106         13.693             10.002            1.0686       35.306         129.23             42             251     
    191         15.987             15.344            1.1122       46.454         103.32             31             165     
    340         28.466               16.3           0.73564        76.21         103.85             33             202     
     63         10.048             8.1858            1.2099        25.58         55.206             21             108     
    109         13.497               10.4            1.0871       35.496         82.083             33             130     
     76         12.751             7.8238            1.0117       30.724         57.645             35              93     
    201         23.899             10.899           0.84522       54.666         86.881             27             173     
    170          15.07             14.536            1.0884       44.304         46.406              7              95     
    187         18.645             12.951            1.0181       48.042         131.74             38             221     
    184         15.661             15.076            1.0888       46.082         88.995             26             146     
    243         18.288             16.998            1.1149       52.334         157.46             30             237     
    154         14.973             13.289            1.1081        41.79         72.545             12             140     
    192         17.498             14.209            1.0888       47.074         156.19             42             245     
    102         13.344             9.9977            1.0955       34.206         83.108             33             124     
    140         14.685             12.392            1.1012        39.97          125.4             40             226     
     73         12.251             7.9654            1.0078        30.17         112.53             17             209     
     60         9.9553             7.9341            1.1202       25.944           39.1              0             135     
    108         12.386             11.214            1.1758       33.974         85.528             28             166     
    165          15.19             13.927            1.1328       42.782         45.085              9              99     
    103         12.091             10.947            1.1851       33.048         104.52             24             187     
    243         18.521             16.798            1.0992       52.706         158.14             35             238     
    112         12.567             11.466            1.1403       35.132         55.571             20              96     
     68         10.199             8.7968            1.0884        28.02         26.029             10              48     
    159         14.793             13.777            1.1302       42.046         90.214             16             151     
     64         10.536             7.9634            1.1775       26.134         21.391              0              53     
     86          10.73             10.352            1.1592       30.534          76.36             35             130     
    101         11.435             11.368            1.1966       32.568         122.07             44             209     
    165         14.823             14.287            1.1074        43.27         163.18             46             229     
    168         15.338              14.12            1.0271       45.338         39.655              6              82     
     73          10.32             9.2501            1.1088       28.764         63.616             31             107     
    137         18.155             9.6953           0.97383       42.046         115.44             45             181     
    154         14.224             13.879            1.1409       41.186         90.442              6             168     
    411         37.203             14.923           0.63186        90.41         81.871              3             239     
    247         18.413             17.169            1.1048       53.004         155.88             24             238     
    109         13.556             10.348            1.1176       35.008          84.56             26             155     
    110         12.598             11.221            1.1769       34.272         123.18             13             219     
    140         14.407             12.619            1.0691       40.566          34.45             10              68     
    200         16.097             15.908            1.1286        47.19         194.67             28             255     
     72         10.077             9.2214            1.1929        27.54         28.861             11              52     
    112         12.381             11.674             1.117       35.496         46.429             15              78     
    144         14.025             13.173            1.1469       39.722         63.333              9             121     
    181         17.808             13.306           0.99606       47.786          72.11              4             194     
    168         17.362             12.462             1.032        45.23          84.28             28             158     
    202         16.417             15.795            1.1136       47.744         45.495              4              97     
    100         12.036             10.886            1.1506       33.048         104.19             25             209     
    214         19.742             13.903            1.0647       50.258         89.785             17             188     
    124         13.084             12.163            1.1746       36.422         48.677             18              79     
    115         13.201             11.285            1.1427       35.562         110.51             44             176     
    235         17.488             17.202            1.1092       51.598         153.95             34             237     
    192         16.193             15.185            1.1358        46.09         183.44             39             254     
    133         13.565             12.605            1.1384       38.316         49.902             10              89     
    116         13.226             11.472             1.088       36.604         145.87             24             237     
     66         10.307             8.5982            1.0564        28.02         91.242             36             157     
    169         15.785             13.769            1.1058       43.824         61.604             15             107     
     81         10.316             10.273            1.1413       29.864         93.531             35             143     
    193         15.758             15.681            1.0975       47.008         188.39             43             253     
    185           16.1             14.856            1.0554       46.934         33.832              3              68     
    194         18.153             14.003           0.97476        50.01         84.351             14             177     
    205         16.326             16.099            1.0994       48.406          149.2             39             238     
     83         11.158             9.8619            1.0919       30.906         50.675             23              91     
     80         11.023             9.3694            1.2095        28.83         156.32             16             245     
    141         14.746             12.266            1.1405       39.416          41.27              5              86     
     92         11.845             10.046            1.1199        32.13         91.174             33             154     
    160         14.634             14.044            1.0649       43.452         39.888             10              70     
    169          14.99             14.479            1.1343        43.27         165.18             52             247     
     96         12.795             9.7158            1.0969       33.164         102.59              9             227     
    111         15.489             9.9996           0.87092        40.02         92.532             10             208     
    113         12.858             11.271            1.1786        34.71         94.221             30             186     
    178         15.873             14.386            1.1026        45.04          114.9             38             197     
    101         13.845             9.6927           0.99708       35.678         46.762             23              91     
     94         11.264             10.804            1.1798       31.642         146.19             19             245     
    157         14.469              13.93             1.136       41.674         156.27             34             228     
     80         12.176             8.6613            1.0655       30.716         64.813             23             104     
    136         14.713             11.862               1.1       39.416         52.066              8             101     
     76         10.455             9.5143            1.1697       28.574         31.513             11              58     
    145         14.393             12.931            1.1405        39.97         117.66             18             235     
    155         14.722             13.549             1.131         41.5         27.426              7              51     
    128         14.153             11.657            1.1095       38.076         61.109             10             115     
    172         15.438             14.389            1.1103       44.122         131.48             31             211     
     92         11.325              10.44            1.2052       30.972         74.446              9             141     
     70         10.752             8.5719            1.0504       28.938         38.486             19              64     
    163         14.984             13.947            1.1482       42.236         145.43             33             212     
     76         10.446              9.377            1.1793       28.458         28.158             10              47     
     87         11.896             9.7047            1.0717        31.94         78.391             13             191     
     93         12.181             10.053              1.07       33.048         58.677             12             105     
    143         16.501             11.148            1.0943       40.524         58.671             10             136     
    145         16.299             11.727           0.97356       43.262          35.89              0             126     
     69          9.983             8.9208            1.2349       26.498         23.304              7              40     
     94          12.98             9.4207            1.0816       33.048         75.819             16             140     
     75         10.273             9.4228            1.2097       27.912         33.547             11              63     
     87         11.859             9.5236            1.0596       32.122         30.011              8              52     
    121         12.997             11.965              1.17        36.05         119.38             44             198     
    208          18.95             15.145           0.80875        56.85         44.115             13              88     
     85          10.96             10.078            1.1183       30.906         96.718             17             190     
    203         17.139             15.566           0.98928        50.78         130.54             19             207     
     67         10.117             8.5616            1.2158       26.316         34.493             10              81     
    107         13.871             9.9914            1.0672       35.496          166.2              8             255     
    129         13.375             12.384            1.1668       37.274          102.7             44             168     
     56         10.149             7.1638            1.1516        24.72         82.107             13             170     
    125         13.006             12.329            1.1724       36.604         102.54             38             164     
     56         10.259             7.5126            0.9206       27.648         27.911             13              48     
    127         13.817              11.94            1.0509        38.97         71.614             12             138     
     97         11.973             10.405            1.1893       32.014         62.237              7             125     
     85         10.778             10.128            1.2219       29.566         84.494             15             199     
     62         10.907             7.3343            1.1846       25.646         57.984             14             118     
    173         15.745             14.072            1.1414       43.642         147.08             37             235     
     92         12.792             9.2423            1.1547       31.642         33.489              7              63     
    333         29.884             15.541           0.66027        79.61         28.408              6              55     
    111         12.532             11.425            1.1501       34.826         87.432             38             151     
    150         14.546             13.242            1.1108       41.194         129.05             15             254     
     84          10.78             10.069            1.1546       30.236         27.702             13              47     
    172         19.722             11.334           0.97539       47.074         47.355             10              97     
    156         14.228             14.066             1.119       41.856         128.57             21             219     
    179         16.088             14.345            1.0596       46.074          149.6             33             219     
     71         11.803              7.919            1.0516       29.128         21.352              6              39     
    172         17.794             13.439           0.92496        48.34         43.116              7              91     
     69         11.007             8.1297            1.1848       27.052         55.594             13             125     
    163         16.547             13.028           0.90578       47.554         33.061              9              54     
    118         15.479             10.301           0.97231       39.052         42.186             10              84     
     83         10.989             9.7554            1.1985         29.5         90.566             11             195     
    154         14.272             13.854            1.1304       41.376         117.12             31             209     
    177         15.385             14.785            1.1202        44.56         168.33             15             245     
     90         11.972             9.7918            1.1086        31.94         55.778             20              94     
    207         20.717             13.253           0.95216       52.268         50.638              2             131     
    140         16.005              11.46           0.95122       43.006         39.464              4              84     
    101         13.329             9.7518            1.1039       33.908         33.861              4              70     
    120         12.625             12.199            1.1372       36.414         121.25             37             204     
    163         17.281              12.15            1.0758       43.634         123.85             21             247     
     76         11.093             8.9006            1.0756       29.798         60.921             20             121     
    179         15.724             14.601            1.0995        45.23         173.13             24             254     
    139         15.854             11.517            1.0054       41.682         37.763              5              93     
    114          18.56             7.9994           0.86457       40.706         29.298              0              72     
    118          12.66             12.014            1.1224       36.348         105.79             25             193     
    135         13.828             12.565            1.1339        38.68         84.067             20             161     
    103         12.323             11.143            1.0206       35.612         93.165             29             169     
    113          14.82             9.8006            1.0709       36.414         150.72             17             255     
     94         14.682              8.282           0.97438       34.818         59.011              4             172     
     96         11.713             10.615            1.1638       32.196          146.1             14             227     
     96         12.161             10.177            1.1425       32.494         93.698             38             164     
     85         11.462             9.6288            1.1684       30.236          135.8             19             221     
    149         13.975             13.881            1.0688       41.856         134.23             27             245     
     86         13.347             8.3667            1.0469        32.13           24.5              0              52     
    108         12.945             10.765            1.1555       34.272         56.806              3             104     
    145         14.495             12.901            1.1237       40.268         86.703              5             172     
    119         15.468             10.042            1.0621       37.522         77.899             11             169     
     98         14.346             9.0306            1.0374       34.454         113.03             30             226     
     81          10.71             9.8172            1.1848        29.31         98.679             38             158     
    114         12.664             11.627             1.137       35.496         97.912             11             232     
    145         16.851              11.49           0.97024       43.336         106.89             13             227     
    186         19.295             13.001             0.891       51.218         98.656             25             212     
     95         12.494             9.9221            1.1175       32.684         53.716              3             102     
     89         11.685              9.894            1.0592       32.494         57.258             15             117     
    169         18.026               12.4           0.92014       48.042         156.49             19             253     
     68         12.098             7.4427            1.0688       28.276         69.647             13             163     
    158         16.769             12.848           0.92764       46.264         51.373              2             131     
    113         13.737             10.699            1.0531        36.72         148.71             37             249     
     76         11.652             8.5534            1.1398       28.946         42.039              4              98     
    112         12.709             11.369            1.0765       36.158         93.768             11             198     
    138         15.965             11.133            1.0599        40.45         48.986              4             112     
     57         11.283             6.9225           0.91232        28.02         47.754             21              83     
     64         9.9753             8.5273            1.0752        27.35         43.422             10              79     
     63         11.129             7.4379            1.1177       26.614         38.444              3              74     
    147         17.388             10.871            1.0416       42.112         99.259             16             228     
     91         11.378             10.338            1.1832       31.088         151.23             10             255     
    128         15.426             10.931           0.95977       40.938          47.18              1             106     
     90         11.159             10.413             1.184       30.906         83.667              9             171     
     82         10.689             10.013            1.1841         29.5         69.927              9             143     
    117         16.002             10.247              0.82       42.344          33.53              3              88     
     75         9.9626             9.7154            1.2264       27.722         133.91             27             231     
     72         10.739             8.9174            1.0664       29.128         20.597              3              47     
     80         11.916             8.7059            1.1045        30.17         78.875              4             161     
    137         14.705             12.127            1.0714       40.086         61.693             14             155     
     84           11.6             9.4172            1.0922       31.088         111.13              8             241     
     80         12.527              8.568            1.0083       31.576         51.487              8             108     
     56         9.4573             7.7954            1.1578       24.654         44.714              7              95     
    110           13.5             10.523            1.0971       35.496         126.15              9             255     
     58         9.1215             8.2325            1.2286       24.356         63.276             21             103     
     57         9.2848             8.0092            1.2257       24.174         22.333              2              50     
     71         11.232             8.3076            1.0433       29.244         14.268              1              31     
     71         9.9409             9.2711            1.2088       27.168         70.423              4             163     
     95         11.836             10.339            1.1517       32.196         92.126              4             228     
     61         10.778             7.4899            1.0526       26.986         11.262              0              40     
     81         11.057             9.5498            1.1325        29.98         57.617             16             127     
     84         11.423             9.5937            1.1098        30.84         49.619              2             106     
     69         10.484             8.6037            1.1747       27.168         33.087              5              59     
     68         9.8996             8.9224             1.217       26.498         46.574              6              95     
     78           11.3             8.9476            1.1698       28.946         37.462             11              78     
     97         12.375             10.088            1.1759       32.196         145.91              0             255     
    117          14.37             11.088            0.9097       40.202         31.179              3              78     
    142         20.079             9.8594           0.78525        47.67         20.127              0              60     
    102         12.629             10.353            1.1819       32.932         39.275              1              96     
    143         15.445              12.03            1.0818       40.756          65.65              3             215     
    112         13.097             11.044             1.117       35.496         49.991              4             129     
     91         14.062             8.5354           0.94058       34.868         32.692              1              87     
    101         12.884             10.081            1.1621       33.048          39.02              5              90     
     96         11.981             10.392            1.1686        32.13         30.344              5              74     
     94         11.944             10.313            1.0936       32.866         60.957              7             195     
     58         10.094             7.4603            1.2105       24.538         130.84              1             253     
    159          15.55              13.18             1.082       42.972         69.113              0             172     
    101         12.092             10.933            1.1364        33.42         42.406              9              88     
    176         15.918             14.344            1.0847       45.156          55.67              7             162     
    430         28.972             20.881           0.75548       84.572         65.405              1             255     
    124         14.039              11.86           0.95584       40.376         89.427              1             255     
    137         18.235             10.218           0.83754       45.338         124.58              9             255     
     84         16.423             6.9131           0.80738       36.158         37.012              7              83     
    174         19.062             12.207           0.92871       48.522         28.178              7              62     
    338         26.789             16.686           0.86174       70.206         41.565              1             149     
    195         19.649             12.875           0.97752       50.068         113.82              2             255     
    198         17.597             14.798            1.0176       49.448         183.59              6             255     
    198         18.568             13.832            1.0457       48.778         174.35              3             255     
     78         10.433             9.6876            1.2103       28.458         53.115              6             140     

Area Stats =
                 mean: 144.7766
               median: 124
    StandardDeviation: 82.0023
             Varience: 6.7244e+03

Cicularity Stats =
                 mean: 1.0431
               median: 1.0691
    StandardDeviation: 0.1186
             Varience: 0.0141

Perimeter Stats =
                 mean: 40.9226
               median: 38.8620
    StandardDeviation: 12.5056
             Varience: 156.3895

Local Region Mean Intensity Stats =
                 mean: 72.6635
               median: 58.6774
    StandardDeviation: 44.6829
             Varience: 1.9966e+03

Min & Max Intensity Stats =
        IdividualMean: [367×1 double]
            MinorMean: 14.5313
            MajorMean: 136.8801
       PopulationMean: 75.7057
          MinorMedian: 11
          MajorMedian: 121
     PopulationMedian: 67.5000
         MinorMinimum: 0
         MinorMaximum: 52
         MajorMinimum: 8
         MajorMaximum: 255
    StandardDeviation: 37.9862
             Varience: 1.4430e+03

Min & Max Length Stats =
        IdividualMean: [367×1 double]
            MinorMean: 11.7766
            MajorMean: 15.2132
       PopulationMean: 13.4949
          MinorMedian: 11.1696
          MajorMedian: 14.4073
     PopulationMedian: 12.9051
         MinorMinimum: 6.2647
         MinorMaximum: 26.8739
         MajorMinimum: 9.1215
         MajorMaximum: 37.2034
    StandardDeviation: 3.5744
             Varience: 12.7763

Statistical Analysis of Cell Walls with Watershed =
    Area    MajorAxisLength    MinorAxisLength    Circularity    Perimeter    MeanIntensity    MinIntensity    MaxIntensity
    ____    _______________    _______________    ___________    _________    _____________    ____________    ____________

     104        24.225               5.68           0.61129       46.238         44.587             17              74     
     217        24.424             12.071           0.76865       59.562         35.724             12              64     
     108        15.548             9.1162           0.99533       36.926         33.139             14              60     
     286        28.959             13.316           0.80668       66.748         26.731              7              69     
      99        13.997              9.625           0.96787       35.852         39.131             16              74     
      72        11.519             8.2729            1.1316       28.276         70.722             49              93     
      75        12.454             7.8206            1.1108       29.128          41.04             20              68     
     417        26.878             20.569           0.94672       74.398          28.82              7              54     
     739        42.901             23.317           0.72215        113.4         46.068             16              93     
     951        44.135             28.967           0.76096       125.32         61.904             35             103     
      93        21.687             5.5919           0.65488       42.244             30             12              52     
     445        30.547             19.782           0.80308       83.446         59.634             28             102     
     866        34.883             32.628           0.94775       107.16         28.176              7              68     
     113        26.269             5.6244            0.5661       50.084         27.885              8              71     
     120        46.303             3.4615           0.22592         81.7         45.933             25             105     
     832        40.589             27.059           0.90217       107.65         35.751             11              69     
      67        10.599             8.2168            1.1661        26.87         29.881             10              55     
     377        27.323             18.565           0.83976        75.11         29.674              7              66     
     205        17.736             15.522            1.0053       50.622         55.463             32              87     
      62        9.7601             8.1902            1.2556        24.91         46.355             23              95     
     433        41.952             13.629           0.67904       89.516         33.012              8              79     
      91        18.787             6.2516           0.75914       38.812         41.681             18              68     
     552        33.576             21.666             0.891       88.234         30.933              8              75     
     143        17.683             10.711           0.99254        42.55         53.266             27              87     
     250        23.758             13.718           0.96898        56.94         41.664             17              93     
     519        29.273             23.283           0.95721       82.544         28.478              3              64     
      76        11.749             8.8625            1.0004       30.898         45.066             21              92     
      89        14.534              7.958            1.0427        32.75         41.258             18              69     
      63        12.367             6.6471            1.0388       27.606         56.032             35              83     
     529        32.063             21.498           0.94491       83.876         32.955             12              79     
     351        29.119             15.895           0.88508       70.594         45.134             19              90     
     113        26.269             5.6244            0.5661       50.084          36.15             14              72     
     331        29.659              14.54           0.89875        68.03         39.202              7              79     
      60         9.252             8.3267            1.2832        24.24         38.133             21              63     
     150        29.052             6.7409           0.60975         55.6         26.507             10              53     
      80        12.795             8.0866             1.113       30.054          49.65             23              80     
      77        11.525             8.6646            1.1642        28.83         35.935             19              62     
      63        9.7362             8.3305            1.2574       25.092         37.413             20              64     
      54        9.9094             7.0537            1.2283       23.504          52.37             35              82     
     321        31.092             13.475           0.85304       68.766         31.445             10              71     
     657        30.261             28.591           0.91434       95.024         30.738              6              77     
    1333         55.21             32.224           0.79273       145.36         44.398             17             105     
     346        29.678             15.729           0.85456        71.33          45.02             12              83     
     304        29.828             13.382           0.82723       67.956         30.615              7              79     
     581        31.916             26.241           0.77265       97.208         55.074             25              84     
     356         24.93             19.377           0.86019       72.116         50.683             17              81     
      78        10.505             9.5273            1.2361        28.16         34.885             17              66     
     839        38.316             28.658           0.93763       106.04         47.445             14             104     
     170        28.239             7.8466           0.69105         55.6             26              5              54     
      51        9.0359             7.2653            1.2911        22.28         30.843             16              59     
     131        15.208              11.62           0.97872       41.012         56.939             28              95     
     821        33.941             31.869           0.94534       104.47         30.927              8              92     
     336        29.299             15.023           0.86973       69.676         29.122              5              57     
      58        10.035             7.6328            1.1306        25.39         45.983             25              70     
     869        47.283             27.929           0.35774       174.72         41.903             16              82     
     149        18.293              11.33           0.88203       46.074         32.577             10              66     
     151        14.722             13.734           0.98352       43.924         54.258             26              97     
     423        31.969              17.96            0.8079       81.114         57.442             32              92     
     214        24.302             12.206           0.79875       58.024         30.537             10              62     
     151        15.897             13.325           0.92313       45.338         50.907             30              77     
    1010        40.633             32.336            0.9457       115.85         28.389              5              68     
     267         34.41             10.147           0.69824        69.32         38.408             16              83     
      83        28.301             4.0724           0.39367       51.473          24.41              0             123     
     199        21.826             11.838           0.97331       50.688         52.673             17              98     
      86        12.291             9.0029             1.168       30.418         60.837             43              85     
     666        31.894             27.613            0.9462       94.048         38.529             17              84     
     967        37.303             34.229           0.89227        116.7         31.107              7              82     
     243        59.929             5.6519           0.23022       115.17         5.4156              0              38     
     457        26.212             22.658            1.0042       75.622         50.256             17             105     
      81        10.948             9.5607            1.2093       29.012         43.778             25              64     
      85        17.796             6.4729           0.79434        36.67         35.165             14              55     
      90        15.665             7.5505           0.93874        34.71         43.533             23              68     
     112        18.039             8.4718           0.82706       41.252         22.964              7              48     
      53        10.102             6.8939            1.1404       24.166          34.83             10              68     
    1123        42.082             35.084           0.94198        122.4         37.956             14              83     
     262        23.604             14.734            0.9229       59.728           60.5             37              97     
      70         11.05             8.2391            1.1297       27.904         58.771             43              79     
     652        33.401             25.453           0.93353       93.684         52.468             14             107     
     345        28.489             15.982            0.8867       69.924         26.603              5              66     
      83        11.145             9.8708            1.0919       30.906         56.325             37              75     
     452        29.717             19.931           0.94368       77.582         29.662             10              64     
      79        13.445             7.5652            1.0943        30.12         56.937             32              91     
     110        13.288             10.854            1.1274       35.016         46.664             23              71     
     147        19.716             9.6164           0.95607       43.956         43.667             26              72     
     164        17.891             12.823            0.9044       47.736         56.537             37              75     
     111        18.065             7.9515           0.90312         39.3         36.477             19              69     
      74        12.426             8.2465           0.95101        31.27         57.108             37              82     
     670         30.96             28.151           0.96833       93.246         29.782              7              71     
      96        19.696             7.2383           0.66295       42.658         55.188             30              85     
     375        28.692             19.989           0.68391       83.008         54.299             26              88     
     325        28.463             15.066           0.89876        67.41         32.138             10              74     
     213        21.167             13.839            0.9058        54.36         43.756             24              69     
      71        11.334             8.0894            1.1863       27.424         43.366             23              66     
     258        21.843             15.481            1.0153        56.51         51.837             23             108     
     339        60.708             8.0444           0.32168       115.08         6.3422              0              44     
     236        34.223             9.0147           0.65361        67.36         43.089             23              73     
     128        20.309              9.055           0.78397       45.296         43.422             21              84     
     801        34.933             29.756           0.93023       104.02         34.489              8              86     
     497        26.167             24.843           0.99477       79.236         51.157             16             110     
     441        32.901             17.727           0.87736       79.476         45.027             13              91     
      58        10.121             7.3688            1.2404        24.24         37.017             21              89     
     150        17.422             11.207            1.0176       43.038         37.887             21              62     
     334        24.801             17.722           0.95265       66.376         33.042             14              57     
      55        10.448             6.9878            1.0977       25.092         28.036              8              49     
      51         10.46             6.3191             1.125       23.868         41.294             26              65     
      59        11.817             6.6789            0.9522       27.904         45.695             21              64     
     298        26.349             15.331           0.86607       65.756         44.544             24              71     
      97        14.352             8.7107            1.0796       33.602         36.093             17              72     
      96        12.728             9.6954            1.1722        32.08         29.917             12              57     
      52        8.1775             8.1775            1.3164        22.28         36.212             17              66     
     894         37.68             31.695           0.89861       111.81         48.199             16             101     
     111        15.138             9.7897           0.97478       37.828         41.396             14              62     
     359        26.471             17.603           0.99084       67.476         32.401             11              66     
     374        24.734             20.323           0.88835       72.736         50.479             14             117     
      65        10.152              8.244            1.2419       25.646         52.523             32              84     
     175        23.309             9.8489           0.85566       50.696         34.909             12              63     
     613        29.393             26.857            1.0136       87.176         31.736              5              64     
     130        16.997             9.9753           0.98911        40.64         39.308             19              70     
     151        19.234             10.385           0.92484       45.296         58.848             31              91     
     120        15.612             10.093            1.0228       38.398         5.8667              0              40     
     110        32.945             4.4602           0.36818       61.273         130.08             93             163     
     200        19.093             14.142           0.93348       51.888          50.25             25              89     
      83         12.73             8.5758            1.1002        30.79         39.494             20              68     
     464        28.866              21.61           0.87689       81.544         32.821             13              79     
     383        26.305             19.894           0.86298        74.68         55.595             32              84     
     102        13.784             9.8421             1.024        35.38         41.255             23              68     
      79        13.445             7.5652            1.0943        30.12         49.886             33              68     
     141        16.893              10.78            1.0659       40.772         51.035             19              99     
     320        37.581             11.403            0.6595       78.086         7.1625              0              94     
      82        12.701             8.6787           0.99866       32.122         50.366             28              75     
     138        18.817             9.6231            0.9442       42.856          37.63             19              67     
     196        24.714             10.286           0.85814       53.574         36.643             17              62     
     114        20.886             7.1596           0.79125        42.55         39.272             16              68     
     453        27.531             21.221            1.0088       75.118         36.433              8              76     
     585        32.139             24.735           0.87994       91.402         58.379             17             142     
      72        12.329              7.513             1.141        28.16         49.542             26              89     
     755        38.514             26.017            0.9064       102.31         33.646             11              77     
     389        23.653             21.561            1.0124       69.486         48.897             23             109     
      68        10.343             8.4389            1.2448         26.2         38.838             22              63     
     133        16.571             10.394            1.0522       39.854         49.459             28              68     
     241        35.291             8.8984           0.61287       70.296         39.544             21              66     
     740        35.519             27.523           0.92266       100.39         53.436             17             149     
     121        19.353             8.1923           0.89822       41.144         38.165             13              68     
     343        24.886             17.904            1.0004        65.64         35.525             10              64     
      56        10.687             6.8748            1.1177       25.092         57.179             35              87     
     277        34.104             10.807           0.69086       70.982         6.3899              0              65     
      76         11.45              8.552            1.1945       28.276         44.184             30              64     
     127         17.26             9.5153            1.0048       39.854         49.102             22              75     
     251        24.501             13.405           0.93023        58.23         65.805             41             124     
      87         13.36             9.1458           0.93712       34.156         57.586             37              77     
     156        19.353             10.369           0.98437       44.626         38.885             18              72     
     350        24.784             18.287            1.0152       65.822           36.4             17              64     
     105        14.972             9.0695            1.0433       35.562         41.124             26              71     
     112        15.253              9.708           0.97416        38.01          46.92             20              65     
     288        20.608             18.049            1.0698       58.164         36.531             12              83     
     168        21.026             11.089           0.82979        50.44         48.869             23              90     
      64         11.59             7.6065            1.0059       28.276         54.656             39              84     
     100        16.883             7.8881           0.91013       37.158          55.83             40              77     
      58        9.3721              8.022            1.2105       24.538         37.431             25              57     
     685        35.616             25.348           0.90358       97.604           56.2             20             152     
    1088        131.47             10.952           0.23974       238.81         9.4954              0              64     
     221        22.483             12.779            0.9742       53.392         56.294             27             133     
     130        17.598             9.9887           0.89531       42.716         48.692             26              81     
     415          27.3             20.137            0.9485        74.15         36.214             14              70     
      51        10.138             6.5595            1.1423       23.686         43.157             28              61     
     156        17.852             11.258            1.0495        43.22           39.5             22              64     
     296        22.764             16.757            1.0416        59.76         34.382             10              89     
     169        18.407             12.999           0.84549       50.118         50.645             25              76     
      65        10.152              8.244            1.2419       25.646         51.031             25              72     
     305        26.036             16.518           0.83768       67.642         48.964             26              98     
      85        12.494             8.8232            1.0924        31.27         46.612             26              81     
     132        15.692             12.513           0.73556       47.488         53.356             33              72     
